 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.841914625	0.0115407975	0.0222195696	0.0210665046	0.0216717504	0.0210651941	0.0185198822	0.02073421915	0.0212674845
e	0.634704258333	0.1203533115	0.0469087608667	0.0341541055333	0.0338510661333	0.0332917447	0.0307264250667	0.0325348047167	0.0334755258333
f	0.402688152778	0.334220443833	0.0655074069556	0.0366168585111	0.0340328760444	0.0329107389	0.0292929523556	0.0315018042389	0.0332287619444
ò	0.226876074259	0.520675481278	0.102135575652	0.0314004435037	0.0281421730148	0.0252508366333	0.0179373413519	0.0217193430796	0.0258627279815
r	0.12279022142	0.645303260426	0.130613437217	0.0249894551679	0.0216670210049	0.0164678560778	0.00887467285063	0.0120660888932	0.0172279666605
s	0.08462579714	0.703406653475	0.111747901072	0.020495374056	0.032395275335	0.0158035705593	0.00553174971688	0.00841962949773	0.0175740078868
i	0.04388400038	0.487153736825	0.305826043691	0.0644617736853	0.0375978921117	0.0190334381864	0.00938493283896	0.0118322774992	0.0208259166289
è	0.0178453031267	0.193603657942	0.551448097897	0.154004067895	0.0286482563706	0.0160951660621	0.00979286201299	0.0116216244997	0.0169410042096
n	0.00814107617557	0.0939351039807	0.551697162632	0.272203965965	0.0286901714569	0.0142079396874	0.00649476393766	0.0093372164999	0.0152926194032
a	0.00454301655852	0.0444922713269	0.441811750877	0.365971598655	0.069666833819	0.0213151012291	0.0147296411792	0.0166669808333	0.0208028021344
m	0.00273295385284	0.0231457357756	0.259862715626	0.509408726218	0.0846514479397	0.031957941743	0.0244791113931	0.0290255349444	0.0347358113781
b	0.00222578065095	0.0238740262585	0.141528952542	0.491912442073	0.0587838659799	0.075676260581	0.0411289047977	0.0631437296481	0.101726007126
ì	0.00350944475032	0.0333532640862	0.141479282847	0.269502589024	0.23209696866	0.094006703527	0.0419501065992	0.067126217216	0.116975412375
k	0.00302061721677	0.0245979525621	0.130219996282	0.244007971341	0.436246262887	0.0568015258423	0.0200347216664	0.0306004784053	0.0544705027917
e	0.00153416770559	0.0109573259207	0.0917912524273	0.221411807114	0.476580027629	0.105395929947	0.0395447170221	0.0215195991351	0.0312652102639
à	0.00091784567853	0.0067209634069	0.0524453964758	0.105897046371	0.450890632543	0.256058163316	0.0652855703407	0.025445810045	0.0363385734213
t	0.000576658522843	0.013851311369	0.0216566665919	0.0708686727903	0.429433327514	0.308844091105	0.0686186201136	0.0320832283483	0.0540674104738
t	0.000533345020948	0.020805909123	0.0127648812973	0.0627216149301	0.398310902505	0.306645067035	0.0698215273712	0.0515207484494	0.0768760148246
i	0.000741906500316	0.0141546163743	0.0098812711991	0.0368530669767	0.243515387168	0.390592149012	0.145323741124	0.0594992794831	0.0994385979415
f	0.000745163710105	0.00939057679143	0.00439228136637	0.0151305743256	0.103423638723	0.393802639671	0.222753567041	0.064203803161	0.186157770981
i	0.000523822146702	0.00710150879714	0.00201172713546	0.00670075210853	0.0494619574077	0.37038483989	0.27982505568	0.094462154387	0.189528192327
n	0.000451190935567	0.00317965839905	0.000987008780487	0.00317484711618	0.0216377153026	0.30490419663	0.38747854856	0.161946561462	0.116240246109
è	0.000512239765189	0.00794896339968	0.000481143555496	0.00161985465206	0.0142188307675	0.190303675543	0.337889756187	0.335560330487	0.11146514537
s	0.000623348208396	0.0176236301332	0.000317247703499	0.00115319025069	0.0745108742558	0.118634746181	0.246670235396	0.423757693496	0.116708965123
t	0.000730819356132	0.0283399680444	0.0002007833295	0.0010277610169	0.110989558085	0.059136621727	0.259729305132	0.373665141165	0.166179988374
r	0.000693352152044	0.0261317858481	0.000197676259833	0.0017127971723	0.0761913093617	0.0526510105757	0.276404735044	0.305836707055	0.260180602791
a	0.000432931810681	0.0120158798294	0.000258538126611	0.0016892759241	0.0474317174539	0.0537455095252	0.274605401681	0.299725992352	0.310094707597
o	0.000470015210227	0.00457580422313	0.00030105474887	0.0010876969747	0.018737622218	0.0593427398417	0.27049329056	0.397910180784	0.247081539199
l	0.000611817016742	0.00203490917438	0.00020646652629	0.000659621758233	0.007946759106	0.0469279179472	0.221507946853	0.547299220261	0.172805309733
à	0.000470748232247	0.00347995959146	8.57182907633e-05	0.000319286446078	0.007449721002	0.0175861426491	0.113241376284	0.61263675342	0.244730303244
d	0.000739488804082	0.00641948786382	0.000151652688921	0.000298626975359	0.0134407420007	0.00903013108303	0.048569001428	0.502976807807	0.418374094415
r	0.000846494181361	0.00656076495461	0.00017335692464	0.000271834541786	0.0134944698669	0.00576216988101	0.0255045246427	0.424827865936	0.522558541472
o	0.00168034184045	0.0075389723182	0.000303687416547	0.0014720485306	0.022157732489	0.00307252741367	0.0137116587142	0.452746441979	0.497316603824
</S>	0.00285722192023	0.0092351696591	0.000511183158274	0.0027391637653	0.0339885862445	0.00292698990683	0.0108614668571	0.48428282099	0.452597401912
