 	non	mangiare	la	sera	</S>
m	0.528930355	0.22658272	0.07963381	0.082372816	0.0824803385
i	0.314878778333	0.388743743333	0.100401133333	0.095312952	0.100663412833
f	0.181467824944	0.566546997778	0.097558866111	0.0717834016667	0.0826429442777
a	0.106053313815	0.566520912593	0.18400319037	0.0663314082222	0.0770911814259
i	0.0839186619383	0.342162922864	0.42795099679	0.0764705974074	0.0694968038086
o	0.0348890322794	0.149867265621	0.566521945597	0.159754333802	0.0889674379362
v	0.0139503521598	0.059553806207	0.561937648532	0.227533244601	0.137024985979
r	0.0063221773866	0.029690185069	0.634935169511	0.193198974867	0.135853513326
à	0.00497772902887	0.0442963163563	0.50902481317	0.340695534956	0.101005615775
i	0.00432965155629	0.0424376282521	0.23810430039	0.621026361652	0.0941020652583
</S>	0.00225016309814	0.021789343326	0.145991559195	0.731845080826	0.0981238426291
