 	non	ho	cosa	a	fare	</S>
e	0.65261264	0.229199065	0.0555630035	0.0174219185	0.025754462	0.019448943
n	0.368678307333	0.396114868333	0.109969227833	0.0361682471667	0.051269134	0.037800239
è	0.139399880611	0.464471502778	0.239079105944	0.0483097590556	0.0609273043333	0.0478124756667
c	0.0524900434703	0.358862570926	0.301218581981	0.0549738943519	0.153203291111	0.0792516645556
h	0.0205387339234	0.271253620309	0.378831617327	0.0588693821173	0.18327658437	0.0872301015185
o	0.0124687703078	0.192362989436	0.473100342442	0.193702326706	0.0804089954567	0.0479565971728
t	0.00889460445927	0.0735174533787	0.348521667481	0.436884902235	0.0845920384856	0.0475893243909
i	0.00526474867642	0.0304427413596	0.198223522494	0.592418614078	0.102598026162	0.0710523551303
k	0.00391309767447	0.0146713947265	0.102634416498	0.464879110026	0.315719275387	0.0981827333768
à	0.00137242029382	0.0070291425155	0.041977992166	0.232788015342	0.626509325129	0.0903230904589
m	0.000711419404607	0.0044761991885	0.022140687822	0.153187268447	0.71039824171	0.10908616282
i	0.0015777823882	0.0042512425795	0.0192532920407	0.106538676149	0.573167567237	0.295211434273
</S>	0.0024912127941	0.00603896703975	0.0257779160203	0.0865245530745	0.439024463619	0.440142867137
