 	se	vieni	a	casa	ogni	sabato	</S>
a	0.517309815	0.332053895	0.0712440245	0.0191612747	0.01776523625	0.0252639025	0.017201846
n	0.271505637667	0.281028103	0.213237212833	0.0723650482333	0.05126227375	0.0593124948333	0.0512892323333
è	0.0997015565557	0.109493573333	0.437303460944	0.126667359411	0.0661753789167	0.0885497236111	0.0721089771111
r	0.0388094143519	0.0495698134443	0.535221153648	0.17886186647	0.0418642096389	0.096865998537	0.0588075893704
t	0.0204631729506	0.0378027224814	0.459988454549	0.21427583549	0.0372884258796	0.157122134846	0.0730593021235
i	0.0210683956502	0.0445046584938	0.410145761516	0.278572395163	0.0356868829599	0.142507975615	0.0675139813745
è	0.0153567528501	0.0326012818313	0.345221277172	0.478697371721	0.0248162799866	0.0676307745383	0.0356763107915
s	0.0058156771167	0.0133766173438	0.207027872391	0.680679340574	0.0194408589955	0.0486792485128	0.0249803949305
s	0.0022769726389	0.00518045498127	0.12733453413	0.762366396858	0.0226128726652	0.0495345411709	0.0306942179768
u	0.00158384927963	0.00346066539376	0.08168734471	0.596583298953	0.182970128222	0.060100947057	0.0736137606589
k	0.00109710355921	0.00241083556125	0.0405954681033	0.329066092984	0.395438676074	0.105298315686	0.126093486886
u	0.0038604716524	0.00495397735042	0.0201601202344	0.188663390995	0.557818258691	0.110245280229	0.114298483295
à	0.0047784149108	0.00575855226781	0.0122217229115	0.102884315332	0.688888352897	0.10378688841	0.0816817354317
i	0.00160394904927	0.00193732115027	0.00490775280383	0.044597358444	0.661379030966	0.15290966947	0.132664895144
s	0.000543361066423	0.000654193242357	0.00210421079128	0.018581732498	0.500953356989	0.34101707649	0.136146035048
à	0.000183585063808	0.000223174778719	0.000805577587093	0.008273622516	0.271264334663	0.65419705883	0.0650526313493
m	7.9576116936e-05	0.000112517506906	0.000367298259031	0.00530405130533	0.112495800554	0.831589062943	0.0500517007831
b	5.62638339787e-05	0.000116123017302	0.000345686166344	0.0115633939018	0.090178253518	0.837427797648	0.060312482261
a	3.64205496596e-05	8.92226791007e-05	0.000488386548781	0.0131177753473	0.0713099810393	0.602132675883	0.31282554542
</S>	2.47325673298e-05	5.27973245503e-05	0.00050876728939	0.00685392874365	0.0376196653196	0.393960652942	0.56097947271
