 	mi	si	gonfiò	il	dito	</S>
m	0.39844367	0.35490793	0.024525541	0.0658050355	0.080085902	0.07623195255
u	0.230205586667	0.375989903333	0.119442797667	0.0846890985	0.095773586	0.0938990675167
b	0.166986898222	0.231120274444	0.161112285889	0.0696187905	0.197905314	0.173256502506
r	0.073242899074	0.161280404815	0.248973181963	0.0754136565	0.236789841333	0.204300050835
i	0.0500632400247	0.157701819938	0.443447047321	0.139322560833	0.110758713778	0.0987066412783
s	0.0375447006749	0.0906504633127	0.408411985774	0.247394870278	0.126993187926	0.0890048347594
t	0.017349386025	0.0371701241042	0.218668466591	0.274647940093	0.214784455975	0.23737965492
ì	0.00928969280833	0.0188530568681	0.0967845328637	0.284282023364	0.321805828658	0.268984854973
o	0.00647979971944	0.0117391242894	0.0645000142879	0.410791601121	0.354580936219	0.151908518324
d	0.00251001872315	0.00481197461647	0.0405134036293	0.33886753704	0.515474545406	0.0978225327747
à	0.000919348779717	0.00213003959216	0.0174686664098	0.14593164568	0.773435665135	0.0601146732582
t	0.000477040348572	0.00127640775405	0.0102445899366	0.0857069512267	0.854048691712	0.0482463410861
t	0.000408269026191	0.000759493908017	0.0070417752122	0.0550091714089	0.822314807237	0.114466468029
i	0.00036044418873	0.000887412869339	0.00547355600407	0.053985000803	0.739163625746	0.200129952676
l	0.00032562967291	0.000714039824446	0.00376745670136	0.0375448777677	0.528273815249	0.429374167559
o	0.000649006814303	0.00123084090948	0.00275275130045	0.0164983887559	0.259657695083	0.719211289186
</S>	0.000999030657152	0.00205642175474	0.00309852695023	0.013829765378	0.179824422541	0.800191794593
