 	hai	già	mangiato	</S>
è	0.79110302	0.103941925	0.061115466	0.0438395245
c	0.728495086667	0.12647311	0.0980239293333	0.0470078025
h	0.632358028889	0.188271356667	0.118522436444	0.0608481558333
i	0.42873999863	0.430361652222	0.0869109954813	0.0539873382778
g	0.167801445877	0.606208550741	0.138719411827	0.0872705574259
i	0.0805587726257	0.48145188358	0.314708153942	0.123281194475
à	0.0443590072086	0.275834792527	0.585681071314	0.0941251524917
f	0.0164507117029	0.123401700509	0.807569710438	0.0525779011639
a	0.0127365915343	0.070798056503	0.725388430146	0.191076928388
m	0.0121338157448	0.0508088851677	0.577693750049	0.359363532796
è	0.0320329991483	0.0577511717226	0.59279046335	0.317425364265
n	0.0383067196161	0.0554598572409	0.620620901117	0.285612528088
a	0.0139488044387	0.0240846660803	0.452946207039	0.509020342696
</S>	0.00810127421935	0.0142797960402	0.268926693519	0.708692271348
