 	avete	cucinato	le	verdure	</S>
i	0.656073675	0.21878516	0.032849718	0.046121692	0.046169741
m	0.677654491667	0.199405173333	0.0473531516667	0.026988386	0.0485987663333
a	0.534332657222	0.315219037778	0.0588025838889	0.0333128416667	0.0583328421111
r	0.262882362407	0.582252245926	0.0633909012963	0.0364532799889	0.0550212093704
è	0.135518206469	0.751330048642	0.0658704437654	0.017016202763	0.0302651519568
t	0.130868851156	0.766552682881	0.0785165312551	0.00958632538767	0.0144756170856
s	0.132734085052	0.755345194294	0.0828062704184	0.0145259395959	0.0145884762952
a	0.0568287115173	0.571230116765	0.283969316806	0.0249578431986	0.0630140097651
t	0.0224578215391	0.238493134255	0.587958842269	0.0354672700662	0.115622949922
o	0.013297157713	0.0972752727517	0.643213577423	0.100939982355	0.145274036641
l	0.00868225570433	0.0398167678172	0.705954892474	0.132326884118	0.113219227547
a	0.00342899464478	0.0143866111057	0.562151724158	0.255189088039	0.164843587849
l	0.00174149465826	0.00610808263523	0.428329364719	0.376471979346	0.187349081283
à	0.000928338186087	0.00317588777841	0.36807359424	0.553093743115	0.0747284530943
c	0.000374196402029	0.00180239475947	0.162964165413	0.802037747705	0.0328214900314
h	0.000679956607343	0.0128272101865	0.246075933138	0.693668965902	0.0467479250105
a	0.0261275308024	0.0281004473955	0.305278487713	0.481117131967	0.159376418337
n	0.0344863744675	0.0220873986985	0.190885480571	0.572576223989	0.179964521112
a	0.0213367443558	0.0208875747995	0.115923761524	0.542233917996	0.299617998704
</S>	0.0248256451779	0.0296609058998	0.098925020762	0.360265443998	0.486322999352
