 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.66797197	0.127836244	0.033843796	0.02318954385	0.02087224265	0.0208397047	0.0204808125	0.02081683165	0.020154106	0.022267189	0.02172758565
v	0.385077871333	0.12392031	0.0906118706667	0.0539383786167	0.0556164582167	0.0579521115667	0.0476538558333	0.0583047132167	0.0404393596667	0.029136651	0.05734843855
ò	0.302109711778	0.0839241853333	0.182599783556	0.0572150118722	0.0629398727389	0.0691930615222	0.0478051142778	0.0703644967389	0.0372321821222	0.0214249594	0.0651916071833
e	0.262983648593	0.210717891778	0.267675297852	0.0614045632907	0.033614315913	0.0381401743407	0.0228256714259	0.0391964075796	0.0178360469407	0.0112843298667	0.0343216303944
n	0.106046107531	0.226735432926	0.405201825951	0.12678638643	0.0241123336377	0.0241271209469	0.0172936388086	0.0244092381932	0.0143865399802	0.00860636135557	0.0222950417981
ì	0.0482728398437	0.0950134909753	0.572774091984	0.167004965477	0.0266387782126	0.0218645369823	0.0127051502695	0.0221744587311	0.0102188624601	0.00497084645186	0.0183620299327
m	0.0215190952812	0.0441587029918	0.610113480661	0.151909871826	0.0293220150709	0.0451151889941	0.0091019207565	0.0590543629104	0.0072174852867	0.00250432701729	0.0199836229776
e	0.0112807470937	0.0435253293306	0.413219063554	0.260182647275	0.0923982820236	0.054444630998	0.0130396095855	0.0707557626368	0.0115480574289	0.00700638160576	0.0225995609925
g	0.00676895126457	0.0408527474435	0.177865591185	0.421724132425	0.196856694008	0.0417193229993	0.0197619398618	0.0425802835456	0.0165331398096	0.00998112003525	0.0253561229975
r	0.00267656634486	0.0152184782145	0.0977100020617	0.464499580808	0.276461981336	0.0398455579998	0.0205418746206	0.0341152385152	0.0154332639365	0.00674509431175	0.0267523753325
a	0.00147444127162	0.00921072380483	0.0588191506872	0.344072915269	0.449659830445	0.0512101183333	0.0182612882069	0.0238282465051	0.0135741889788	0.00852013890392	0.0213689534442
m	0.00101919510054	0.00620034565494	0.0219584076624	0.16506472209	0.523292296815	0.121078806111	0.0301458074023	0.0607500061684	0.0196811083263	0.00802828600131	0.0427810094814
m	0.000744918923513	0.00241686293831	0.0149701773208	0.147811902697	0.342552308938	0.137450992704	0.0430592604674	0.113462258723	0.0300681794421	0.00755397703377	0.159909146494
è	0.00162173542117	0.00243751011277	0.0280474181069	0.142181765566	0.342276429646	0.129441018235	0.0331842601558	0.105865192908	0.0256554593474	0.00826352091126	0.181025685498
n	0.00173665422039	0.00236367250426	0.0293365747023	0.0765699821887	0.531868593215	0.179039452745	0.0168963218853	0.0676180769693	0.0117604962158	0.00471933087042	0.078090867166
a	0.000875465676797	0.00177214536809	0.0141979090341	0.0446755927296	0.490931987738	0.292515487582	0.0531312724618	0.0436734616564	0.0143689449719	0.00756410295681	0.0362936640553
