 	il	lenzuolo	vuole	lavato	</S>
o	0.738460825	0.15588901	0.0322116645	0.045300365	0.028138135
p	0.576059881667	0.218393026667	0.0709982331667	0.060296355	0.0742525103333
l	0.486209373889	0.213754218889	0.111938814389	0.067023265	0.121074333444
a	0.380602077963	0.311653252963	0.12531435813	0.0669381133333	0.115492199815
ù	0.216000025988	0.503978817654	0.14794564271	0.0530225184444	0.0790529739383
n	0.107867298663	0.544813942551	0.25123272757	0.0284253424815	0.0676606599794
a	0.053635744221	0.392420494184	0.44076628919	0.0452920101605	0.0678854366598
t	0.022967275407	0.200446153061	0.646520486397	0.0735264933868	0.0565395822199
è	0.0110606091357	0.12169202602	0.752033662132	0.0644643204623	0.0507493900733
l	0.0068420550119	0.0976975806733	0.802048100711	0.0450846504874	0.0483276460244
i	0.00300992237063	0.0399472822244	0.596854791904	0.295830942496	0.0643570886748
p	0.00167313057354	0.0161498482415	0.235863864635	0.581797767499	0.164515382892
l	0.00165068657451	0.0134282819138	0.132532833878	0.571309909166	0.281078250964
i	0.0030156119915	0.0120356979046	0.101006693293	0.399131026389	0.484810920321
m	0.0025444316885	0.0053944901682	0.041332459131	0.212464198796	0.73826437344
è	0.00134311242083	0.00851792532273	0.057345159077	0.286343779599	0.646450001147
n	0.00098706913361	0.00953655484091	0.0629887658257	0.5229445732	0.403543050382
o	0.00048733828787	0.00397055984697	0.0243855552752	0.4542312644	0.516925276794
</S>	0.000370825468935	0.00264524767348	0.0158880134376	0.2810202922	0.700075588397
