 	non	ha	mangiato	mai	un	rustico	</S>
e	0.714483275	0.20809543	0.0216125232	0.0141119679	0.014487586	0.01350486725	0.01370434115
n	0.420987639667	0.42711696	0.0437140767333	0.0281581239667	0.0273359656667	0.02565362175	0.0270336357167
è	0.157418227889	0.578775063333	0.141082262244	0.0367446026556	0.0307787345556	0.0251020449167	0.0300990979056
c	0.059147548963	0.551149987778	0.251969787415	0.0528945975519	0.0344770341852	0.0178858989722	0.0324751673019
h	0.0253701369877	0.525089895926	0.299048795805	0.0605405668506	0.0372499847284	0.0177151716574	0.0349854391006
i	0.0189305633292	0.369428785309	0.427968965268	0.114418066617	0.0268873075761	0.0167661332191	0.0256001660335
f	0.0131306191764	0.14375138177	0.542923088423	0.213957828872	0.0311799378587	0.025429244073	0.0296279243445
a	0.00871193979213	0.0585228752567	0.425970712808	0.370865302957	0.0476695419529	0.041583525691	0.0466761421148
m	0.00708638359738	0.0245208928856	0.209599116603	0.574268800986	0.0672321353176	0.0525862172303	0.0647064940383
è	0.00306266506579	0.0171356560952	0.159276627868	0.618565656995	0.0828557484392	0.0481537200768	0.0709499560128
n	0.00162315459426	0.0160685443651	0.160950550956	0.675956275665	0.0667769861464	0.0286164043589	0.0500080656709
a	0.00147118810375	0.00845429788837	0.084638795652	0.638450475222	0.189233352049	0.0359039857863	0.0418478708903
m	0.00154983274125	0.00543814472946	0.0360346996173	0.410781568407	0.347800104016	0.0863042885954	0.112091350297
à	0.000789040577083	0.00883112357649	0.0352168552724	0.276773082802	0.440342701339	0.0941423815318	0.143904796766
i	0.000411341565694	0.0084737819255	0.0328056321575	0.161956330934	0.592983847113	0.0932315925106	0.110137484255
è	0.000176650798565	0.0036184728085	0.0120315029192	0.0621798673113	0.698055105704	0.103307377504	0.120631063418
n	0.000116722019522	0.0019036716695	0.00484111387307	0.0255924361038	0.767547525235	0.0909884905013	0.109010033473
a	0.000249016333174	0.0011735929565	0.00207606694102	0.0105875132346	0.581769035078	0.2633034015	0.140841326824
n	0.000333159611058	0.0012059764855	0.00112441623034	0.00486563332487	0.254051512693	0.4947788305	0.243640438941
r	0.000233387910353	0.0020274487285	0.00091714947678	0.00277030575496	0.123594968564	0.535040680167	0.33541604298
ù	0.000240257650118	0.00212349697617	0.00147791195893	0.00252316491832	0.0713789858547	0.530825376722	0.391430790993
s	0.000363378503373	0.00124587462539	0.00179932931964	0.00182847292611	0.0429435816182	0.588977782241	0.362841583664
t	0.000542012667791	0.00094384007513	0.00150388287321	0.00159210649537	0.0331549838727	0.578908907414	0.383354277888
i	0.000737132009264	0.00368386482504	0.0057487818244	0.0124751907985	0.0317736946242	0.534802302471	0.410779015963
k	0.000640464116421	0.00530105220835	0.00802563100813	0.0162138421662	0.0250114352081	0.44905219749	0.495755338654
o	0.000420024575474	0.00461028313612	0.00497036406938	0.00705608048873	0.0255735500694	0.30033614583	0.657033512885
</S>	0.000379638522737	0.00521913626806	0.00413026753469	0.00473057454437	0.0357902620347	0.246263277915	0.703486806442
