 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.79917805	0.1342965912	0.0156161307	0.0142917878	0.0060303146	0.01530703315	0.0152800657
g	0.552603423333	0.278759273733	0.0220106309	0.0376309766	0.0073383227	0.0475497923833	0.0541075709
e	0.358782934444	0.396381831244	0.0378582259667	0.0567509648667	0.0145360782333	0.0635190761278	0.0721709023
n	0.232407216815	0.393170217081	0.0447596036556	0.0829799292889	0.0211316870778	0.0970972840426	0.128454077433
i	0.138476427605	0.38248782236	0.0887315762185	0.108884489763	0.0228694480259	0.109836938014	0.148713271478
t	0.108164485202	0.30661900412	0.12765721874	0.149267359921	0.0356740800086	0.0920209046713	0.180596916159
ò	0.0787593944007	0.308390114707	0.139053496247	0.145068379974	0.0343915393362	0.0922314402238	0.202105637053
r	0.0643527214669	0.409266504902	0.141167838749	0.159769703325	0.0380852547787	0.0687144080746	0.118643587351
u	0.0367074273223	0.307239931634	0.272478442916	0.220924784442	0.0475656772596	0.0450751796915	0.0700085674503
e	0.0171993549241	0.153053143211	0.473024347639	0.216964024814	0.0692309247532	0.0332775802305	0.0372506231501
n	0.00652697545803	0.0653760319703	0.39331255588	0.257043911605	0.157351801584	0.0650133014102	0.0553754133834
è	0.0181326283193	0.0841061922234	0.217518985293	0.246933120535	0.193715720528	0.133018733803	0.106574614461
n	0.0214840372864	0.0891746481745	0.119307375764	0.253630540178	0.263869280176	0.138735677934	0.113798471487
u	0.00891477627547	0.0373853341582	0.098564952588	0.309241670059	0.264079026725	0.191027869311	0.0907863971623
s	0.00472439820849	0.0194661401727	0.093127530196	0.23002065002	0.152671442242	0.39361363977	0.106376179054
s	0.00175366948616	0.0115624578442	0.0506520443987	0.14377303134	0.124898530747	0.46923713659	0.198123103018
c	0.00075696510872	0.00891460925807	0.0283441989329	0.08722491398	0.0989802935823	0.44812618553	0.327652821006
e	0.000976795582907	0.00510027106269	0.0226440054443	0.0487533685267	0.0854729031941	0.526037045177	0.311015597002
r	0.00105882212764	0.00374869678056	0.0203938356681	0.0348572587089	0.063480550398	0.591922315059	0.284538522334
r	0.000410614950213	0.00128501224652	0.0069735345927	0.012404611803	0.0281272146993	0.67778220502	0.273016827445
è	0.000160115365404	0.000458173088473	0.00247045577757	0.004795010911	0.0121746456331	0.80488796834	0.175053632482
t	0.000224670812801	0.000184139012458	0.00120485372252	0.00187279648033	0.00947609171103	0.72890470278	0.258132714161
s	0.000263833484267	0.000104573424819	0.00087390949084	0.00326145506011	0.0214949035703	0.699358627593	0.274642659054
u	0.000481197524756	0.000158978482273	0.000487760656947	0.00398612072004	0.0216198187568	0.819406322531	0.153859780685
m	0.000652415741585	0.000454475930758	0.000528267428982	0.00203460524001	0.0137664701523	0.770350290844	0.212213466895
e	0.000477416763862	0.000521020416919	0.000853305576327	0.00212253338	0.0135046390508	0.634956713615	0.347564342298
m	0.000546379004621	0.000691884698973	0.00108146665878	0.00208424173667	0.0500715656836	0.410836894538	0.534687547433
à	0.000480170204874	0.000677311524324	0.000823191409593	0.00110300142222	0.0618747018945	0.315109238179	0.619932382478
i	0.00283455680496	0.000558803816108	0.000537191459864	0.000778305574073	0.0253256539648	0.318844949393	0.651120527493
</S>	0.00536085640248	0.000767465083054	0.000573033329932	0.000676785087037	0.0156594269824	0.256199304696	0.720763113747
