 	le	ragazze	vogliono	guardate	</S>
t	0.85493332	0.0794806925	0.0260749405	0.017538603	0.021972465
a	0.81551974	0.0977643191667	0.0318982155	0.024621802	0.0301959216667
k	0.602749993333	0.274551666389	0.0480546928333	0.0251155506667	0.0495280872222
o	0.343919194444	0.50024710213	0.0618353376111	0.0315893178889	0.0624090957407
r	0.180216664815	0.68597615071	0.0516437132037	0.0320406620963	0.0501228929136
à	0.112511991605	0.748453800237	0.0655756817346	0.0162057094988	0.0572528586379
s	0.108261650535	0.748161833412	0.0763858159115	0.0107214386663	0.0564692438793
i	0.103552810178	0.595051101137	0.21057060397	0.0349687500554	0.0558567156264
a	0.059834121626	0.278978341379	0.47957618799	0.0904879986851	0.0911233685421
t	0.0214024974087	0.14353513146	0.656049582663	0.0886245915617	0.0903882018474
è	0.0190188877696	0.155718390487	0.705336047554	0.0445318265206	0.0753948596158
l	0.0186528651899	0.136276435162	0.756593482518	0.0229983868402	0.0654788822053
o	0.00729865522997	0.068351324054	0.632110540839	0.232495052947	0.0597444630684
n	0.00337882260999	0.0326311853513	0.397315553613	0.394295267649	0.172379177689
e	0.00252893703666	0.0279293544504	0.245347117871	0.509697055883	0.214497534563
k	0.00236445391222	0.0223973071501	0.11340622529	0.572063955294	0.289768073521
a	0.00267182523741	0.02711149205	0.0633522077633	0.558355225098	0.348509254507
n	0.00331518721247	0.0280846200167	0.0355797302544	0.597479081699	0.335541368169
o	0.00300882123749	0.0155279876722	0.0214408106515	0.529271847233	0.43075051939
n	0.00245445907916	0.0091061655574	0.0123922374505	0.429804865744	0.546242266463
i	0.00241686885972	0.00638139295247	0.00941830561683	0.359671165248	0.622112282154
m	0.00219706525324	0.00536637265082	0.00948083767228	0.291744025083	0.691211720718
m	0.00652101395108	0.0235551744503	0.0314373662241	0.160164715028	0.778321723573
è	0.00813106591703	0.0301420542501	0.062040525408	0.145374918343	0.754311407858
n	0.00777234390568	0.02613375385	0.0654795718027	0.289201589448	0.611412729286
a	0.00740357303523	0.0239053478167	0.0472259949342	0.274909987816	0.646555069762
</S>	0.00435042461761	0.0132266517083	0.0357662589671	0.150435930908	0.796220684881
