 	possono	essere	ancora	svegli	</S>
i	0.77602977	0.073022847	0.052436076	0.0414908085	0.0570205115
s	0.831441236667	0.055786777	0.041287396	0.0206369872667	0.0508475748333
ò	0.884640745556	0.0469241576667	0.021898421	0.00769819552223	0.0388384389444
z	0.902440981852	0.0597750178889	0.0101696745667	0.00351524240741	0.0240990713148
o	0.755784193951	0.173652697296	0.0267605780889	0.0148221550358	0.0289803921049
n	0.45128962465	0.400147225765	0.0499191826963	0.0195171480119	0.079126829035
e	0.19922685205	0.630892721922	0.0643853308988	0.014873307004	0.0906217496783
ì	0.07016641585	0.816328473974	0.0539126406329	0.012826432868	0.0467659665594
n	0.0337706352833	0.916170201325	0.0235758273776	0.00501003970933	0.0214732720198
e	0.0206513885278	0.706635367108	0.238438855959	0.00840095045644	0.0258734438399
a	0.0080727930426	0.326252582036	0.607506331986	0.0125120801521	0.04565619128
n	0.0047515461142	0.127796566345	0.813657837329	0.0073255969507	0.0464684094267
k	0.00932828870473	0.081588818115	0.754210392443	0.00419371098357	0.150678738809
ò	0.0233205799016	0.194328746038	0.532230504148	0.0551323390945	0.19498778627
r	0.0229054849672	0.208212226679	0.609408474716	0.0714587316982	0.0880150414233
a	0.0100937487557	0.0999134315597	0.705139424905	0.0770970258994	0.107756376474
a	0.00577067568523	0.0596957735199	0.434422122635	0.1408240453	0.359287412158
t	0.0169435892284	0.03062523484	0.193143308545	0.1628512851	0.596436580719
s	0.0396911350761	0.02742914228	0.109234913848	0.121991227033	0.701653576906
ù	0.0413139530254	0.0273277194267	0.0781311322827	0.282242214344	0.570984985635
n	0.0229796080085	0.0197720289756	0.0602344220942	0.572704604781	0.324309375212
n	0.0248081270028	0.0138847944919	0.0612360670314	0.549981181594	0.350089878404
i	0.0702903356676	0.111124080497	0.0554091413438	0.365407983865	0.397768466135
t	0.0747816135559	0.138090532566	0.0215888935813	0.455618537955	0.309920415378
i	0.032087444752	0.0486992331553	0.00854376509377	0.428701967652	0.481967575126
</S>	0.018903380226	0.0268132714276	0.00550516469689	0.240892116326	0.707886037563
