 	il	dito	si	gonfiò	</S>
o	0.86811167	0.063333682	0.01989151825	0.0284881335	0.02017502635
d	0.616640746667	0.268309005667	0.0285390920833	0.0355355991667	0.05097555045
à	0.290630357222	0.586868701889	0.0239135890278	0.0307556933889	0.0678316444833
t	0.145341114074	0.76653370063	0.0143245446759	0.0165998061296	0.0572008584944
t	0.125908071358	0.696515266877	0.0249373522253	0.0301726900432	0.122466635498
i	0.0991629724527	0.550221535626	0.155707907408	0.0478350106811	0.147072569833
l	0.0500682061509	0.438468468542	0.308826422469	0.0585409988937	0.144095897944
o	0.0268160900503	0.273303509514	0.49899662749	0.0615045602979	0.139379205981
è	0.0124322180501	0.140264111838	0.62923867583	0.059635420766	0.158429595327
p	0.00502356595003	0.0738102212793	0.45975201861	0.146622100255	0.314792128442
r	0.00512015588334	0.119417799093	0.283991266203	0.222951376752	0.368519406147
i	0.00580055052778	0.131746618031	0.208699765401	0.296393262251	0.357359812049
m	0.00288025011259	0.0505420924437	0.112185783467	0.399979447417	0.43441243735
m	0.00133070934086	0.0371287622479	0.132847902822	0.331247322472	0.497445289117
è	0.00098890611362	0.0320491042826	0.141727280941	0.365757480824	0.459477226372
n	0.000563877856207	0.0117266530275	0.0541143054803	0.458076150275	0.475519015457
o	0.000350467430402	0.00470666630917	0.0305379159934	0.343865990092	0.620538958486
</S>	0.000375495805201	0.00290361900459	0.0312549964967	0.265734420046	0.699731479243
