 	sto	e	cucino	</S>
e	0.841896055	0.0649938435	0.053902342	0.0392077815
s	0.784168368333	0.138335876167	0.0407821306667	0.0367136661667
t	0.732166576111	0.170262363722	0.0422548392222	0.0553162743889
è	0.597478692037	0.233586932907	0.0813383687407	0.0875960381296
c	0.380044290679	0.452443267636	0.0875344019136	0.0799780750432
e	0.226540288893	0.582053012545	0.116396412971	0.0750102940144
m	0.111335263631	0.636275270848	0.145166364324	0.107223078005
a	0.061558214877	0.520345556949	0.270814648108	0.147281582668
r	0.0365142010923	0.27923093565	0.524725682703	0.159529197556
è	0.0183806181641	0.178308701883	0.692169060901	0.111141618185
o	0.013371755888	0.104215133294	0.721375096967	0.161037995062
</S>	0.008731762694	0.060370655647	0.683616213483	0.247281332531
