 	questo	muro	vuole	uno	specchio	</S>
c	0.50777996	0.0407211295	0.10557142	0.103967973	0.131650388	0.110309055
ì	0.597690293333	0.0209372811667	0.0915705816667	0.091290385	0.102695516	0.0958158426667
t	0.807706197778	0.0108659119556	0.0447028778889	0.0421508056667	0.048316648	0.0462574908889
t	0.852657045926	0.0073813118852	0.035409534963	0.0276936762222	0.0381869063333	0.0386715166296
o	0.599362558642	0.246077101962	0.0432788716543	0.0300656907407	0.0400447831111	0.0411709982099
t	0.259403349547	0.335194361321	0.0962630472181	0.0938268012469	0.106859291037	0.108453134737
ì	0.291543029849	0.179726677774	0.144381339073	0.116537888082	0.132954975346	0.134856058246
c	0.301216613283	0.136335594925	0.201986653024	0.088096363694	0.132803310115	0.139561439415
h	0.149446021094	0.173041857308	0.294018027675	0.090232077898	0.142476573372	0.150785383138
o	0.0783842789647	0.308576052436	0.382644035892	0.070815815966	0.0785735707907	0.0810061577127
t	0.0281154685882	0.259256444145	0.395484618631	0.113292108655	0.0990202532636	0.104831062571
è	0.0112310538294	0.114426054715	0.499966242877	0.135968282885	0.115992809421	0.122415565524
l	0.00497588774313	0.0564383522383	0.664364227626	0.116234667628	0.0792805661403	0.0787063098413
i	0.00251219842438	0.0260605570794	0.474671144875	0.363431305876	0.0759026333801	0.0574221299471
è	0.00101004053479	0.0135233891265	0.188228351625	0.653129665292	0.100092121127	0.0440163513157
n	0.00048670575493	0.0053274081555	0.077398769875	0.714903275097	0.160318520376	0.0415652567719
a	0.000329985904977	0.00267994016517	0.030408030225	0.686309391699	0.199051203459	0.0812214505906
n	0.000647455228326	0.00180479809506	0.0126191783417	0.556185297233	0.28421488782	0.144528416864
j	0.00196602120944	0.00071841644502	0.0185986624472	0.463654859078	0.321083829273	0.193978235621
a	0.00208123546315	0.000637289321673	0.0196346061157	0.326123277026	0.241263603091	0.41026001854
l	0.00385602621438	0.000566538378891	0.0099955144719	0.139639327342	0.236441897697	0.60950070618
ì	0.00467207320479	0.000282740127964	0.00648194139063	0.0834408067807	0.321576205899	0.58354622206
</S>	0.00284659080239	0.000243930208982	0.00406394984532	0.0740809433903	0.375904337949	0.54286024103
