 	è	che	è	entrato	da	qui	</S>
è	0.55862268	0.326042837	0.057278602	0.01191042265	0.01212126215	0.0161156475	0.0179085945
n	0.29519407	0.465180245667	0.133924430667	0.04651097355	0.01826363805	0.0197213301667	0.0212053358333
a	0.13358	0.424999948556	0.293440606889	0.0897898865167	0.0189859836833	0.0176999547222	0.0215036119444
m	0.0608071538667	0.263873261185	0.34690040563	0.229843714172	0.0333701108944	0.0310169519074	0.0341883786481
b	0.0331391318222	0.160890068728	0.23294708521	0.275686001391	0.0851376836315	0.0942177106358	0.117982315216
ì	0.0462067339407	0.190885912909	0.20146446507	0.222099200464	0.101096941211	0.0993082132119	0.138938537739
k	0.0496419679802	0.173268829303	0.20146789169	0.377887190155	0.0819170804037	0.0483028087373	0.0675142012463
e	0.0327280899934	0.132925111434	0.17554804723	0.426714973385	0.152261036801	0.0376947042458	0.0421280014154
a	0.0170560655811	0.0975207596447	0.125795881077	0.259115784462	0.269580038934	0.156241714749	0.0746897321385
p	0.0059655884337	0.0333284632282	0.0481364895923	0.126423773154	0.277495176311	0.336854011583	0.171796454046
ò	0.0022749464679	0.0120578003227	0.0221165634308	0.0688714460513	0.301297805437	0.423013607194	0.170367771349
t	0.00104972525263	0.00489557640757	0.0126100458103	0.0411719726838	0.339296278479	0.501439479065	0.099536893783
t	0.000409293640877	0.00190818197586	0.0060635933701	0.0264314538946	0.31312751616	0.569217026355	0.0828429599277
u	0.000649336473626	0.00132125036529	0.00359040152337	0.0194145343982	0.259145975387	0.592395492118	0.123483025309
</S>	0.00105151493681	0.00150094683265	0.00293336171168	0.0134595933491	0.206657007694	0.601838921059	0.172558637654
