 	io	non	ho	niente	da	mangiare	</S>
e	0.696755615	0.15313875	0.04250163	0.0251025815	0.02450797585	0.0311691025	0.026824333
v	0.432425455	0.147339258333	0.117149016667	0.0755796551667	0.0728112406167	0.0781303641667	0.076565045
ò	0.339364948333	0.103427434444	0.196376835556	0.102314988389	0.0821411572056	0.0887744830556	0.0876002206667
e	0.281454972778	0.229560651481	0.294753785185	0.068641140463	0.0394906364019	0.0434270771852	0.0426718272222
n	0.112541711926	0.23559667716	0.496336108395	0.059957132821	0.029339114134	0.0351554562284	0.0310738637407
è	0.0467226271087	0.09697608172	0.541540422798	0.229679272607	0.0256798627113	0.0334766840761	0.0259250939136
c	0.0188856685029	0.04148846024	0.398275437599	0.480949257536	0.0174514882371	0.024741883692	0.0182078366379
h	0.00821089920097	0.02219258308	0.3808453892	0.531632769179	0.0165214104124	0.0223615722307	0.0182354102126
o	0.00598840410032	0.0482434850267	0.3200990964	0.41230647306	0.128156873471	0.0439547734102	0.0412509120709
t	0.00555335480011	0.0528068518756	0.161561258133	0.26599745102	0.28510481449	0.119597085803	0.10937917069
ì	0.00272902975337	0.0196072846252	0.091681086711	0.348934427007	0.28730199483	0.134989630934	0.114756556897
p	0.00594940397112	0.0117711156751	0.0592012245703	0.473513642336	0.238452644943	0.124065702645	0.087046262299
o	0.00734345415704	0.010634494325	0.0326569888568	0.298906928312	0.445489011648	0.125330164215	0.0796389587663
t	0.00310442250235	0.005433204175	0.0125453282523	0.101706783837	0.665708453883	0.130917994738	0.0805838159221
i	0.00126125524745	0.00233871825833	0.00495518081743	0.0356599376457	0.605790304628	0.227278124913	0.122716443641
n	0.000735873145817	0.00130250210944	0.00226827198581	0.0142301750486	0.418256188209	0.417641774971	0.14556516788
a	0.000601571781939	0.000746091393147	0.00115879819527	0.0069680085362	0.229988997736	0.61566132499	0.144875162627
f	0.00088882939398	0.000570914784382	0.000827592618423	0.00489088529873	0.116548959579	0.73346390833	0.142808890876
à	0.000959301037993	0.000248913284794	0.000602884439474	0.00473294573291	0.0579294258597	0.789874112777	0.145652396959
o	0.000559736452664	0.000124823662598	0.000523829859825	0.00286458107764	0.0335521072866	0.693935474259	0.268439428986
</S>	0.000524286526332	8.3631277799e-05	0.000431784599912	0.00231013123882	0.0234119306433	0.58547722713	0.387761014493
