 	non	deve	magniare	la	sera	</S>
e	0.68649332	0.215051775	0.0270536015	0.0221569205	0.0272211735	0.02202322
n	0.42133774	0.369443061667	0.0614775005	0.0502950921667	0.0477548568333	0.0496917433333
è	0.172317042333	0.560352583889	0.1104281135	0.0549067383889	0.0459973440778	0.0559981847778
n	0.0632873968777	0.63481315463	0.2023741945	0.0372456037963	0.0215564898259	0.0407231719259
a	0.0386867110592	0.453439734877	0.386552558167	0.0603140259321	0.022867919942	0.038139066642
f	0.0297901352864	0.209784550292	0.544497899389	0.128193683311	0.041490543314	0.0462431928807
à	0.0119795839621	0.129564725431	0.578242459796	0.17909069777	0.044008629438	0.0571139062936
i	0.00576004125403	0.100276219944	0.416261989932	0.36128426259	0.063309128146	0.0531083687645
t	0.00238383680468	0.034284262958	0.184380051311	0.640018520863	0.0914881760487	0.0474451689215
o	0.00177395015489	0.0124694685627	0.0772840927703	0.599546313621	0.239984618683	0.0689415929738
v	0.0015669817183	0.0052063816709	0.0357456282568	0.40466640454	0.435294186228	0.117520460991
r	0.0007055229861	0.00333474647363	0.0175639030856	0.324526851513	0.519312592076	0.13455642033
à	0.000438674942033	0.00309137552454	0.0284535163619	0.223295730504	0.639834770692	0.104885929443
i	0.000270209854011	0.00195158657485	0.0285336824873	0.105754065501	0.619269980231	0.244220469148
</S>	0.000158351187005	0.00146043508742	0.0151301447936	0.0613200807505	0.516653440115	0.405277564574
