 	io	non	so	cosa	è	da	scrivere	</S>
e	0.667091725	0.150334205	0.046420967	0.02478783	0.02355864685	0.02421790135	0.02583669625	0.037752049
v	0.394398815	0.142693132	0.0926399656667	0.0708019673333	0.06876545895	0.0760286137833	0.0506589020833	0.104013173
ò	0.356571118333	0.102640547667	0.129295088556	0.0805590081111	0.07829834565	0.0904088379278	0.0457637526944	0.116463322333
e	0.323919800111	0.229499012556	0.230525396185	0.0519605483704	0.0394573122167	0.0459417099759	0.0213168315648	0.0573794187777
n	0.142540988704	0.240763275852	0.398379718728	0.0907514961235	0.0284003637389	0.0378786606586	0.0203510181883	0.0409344995926
e	0.0744362612347	0.156926533617	0.466888896243	0.184983655374	0.0273332115796	0.0343323918862	0.0195530177294	0.0355460431975
s	0.0280941977449	0.121834979539	0.361912462081	0.377842541791	0.0271681301932	0.0345321512954	0.0218577602431	0.0267577877325
s	0.0121412065816	0.0534008605797	0.223270644027	0.474061347264	0.0358909437311	0.0616965994318	0.0271689617477	0.112369425911
è	0.0055843149272	0.0276847005932	0.191057421342	0.383661535755	0.066302023577	0.0730638398106	0.0289815522492	0.223664608637
r	0.0034342914424	0.0211052991977	0.150510532114	0.471080718585	0.084606587859	0.0600927772702	0.0281548054164	0.181015011879
o	0.00324683601413	0.0201819973992	0.102805279038	0.475667042862	0.220265585953	0.0565198464234	0.0323500471388	0.0889633986263
t	0.00235843357804	0.0164556302097	0.0653225236127	0.381736164287	0.371790318651	0.0743543468078	0.0343590343796	0.0536235695421
i	0.00125283543268	0.00733284461323	0.0289226958042	0.312699981429	0.34302801955	0.129924680269	0.112697457793	0.0641415041807
e	0.00073776311556	0.00417955120774	0.0163699219347	0.143636920143	0.23106969985	0.22535296009	0.282038225931	0.0966149727269
n	0.00091284977652	0.00206760770591	0.0062638808449	0.0591965617143	0.118006297283	0.37227043003	0.35602069531	0.0852616605756
a	0.00100822942217	0.0014436924753	0.00308531378163	0.0276390642381	0.0575203034277	0.338074138343	0.496846568437	0.0743826818585
g	0.000747705104057	0.000638060321767	0.00168500313721	0.0117687883794	0.0279313664759	0.161994429448	0.516241046146	0.278993593953
r	0.000644502328019	0.000289928422589	0.000651962845737	0.00499149242647	0.013261353492	0.104748881483	0.501839775382	0.373572081318
à	0.000308574936006	0.000141412146196	0.000273534461912	0.00254161959216	0.007280963164	0.0910318624943	0.565916611794	0.332505410439
s	0.000320973258669	0.000252749328732	0.000177640077304	0.00113235535405	0.00459052845467	0.0642490008314	0.379274098598	0.550002670146
s	0.000345716119556	0.000321455039577	0.000164120635768	0.00315634382468	0.00614723355156	0.108863148277	0.241968517533	0.639033490049
o	0.00561238902652	0.000882273676526	0.000615737855256	0.00691484460823	0.00992877185052	0.172700946092	0.181312132511	0.62203291335
</S>	0.0109320685133	0.00151259728826	0.00108807592763	0.00816564580411	0.0103847484253	0.169027923046	0.125214461256	0.673674481675
