 	devo	pulire	l	albero	</S>
è	0.790887265	0.0331301285	0.0202575604	0.129466755	0.0262583325
n	0.856495111667	0.0474556538333	0.00845369553333	0.0655084996667	0.0220870541667
a	0.672067643889	0.240985687944	0.0206389663111	0.0408867312222	0.0254209280556
k	0.34119276363	0.536766345981	0.0333130977704	0.0477681184074	0.0409596443519
a	0.147753933543	0.689511265327	0.0657522795901	0.0504207808025	0.0465617401173
t	0.0657348806143	0.764944021776	0.0758530208634	0.0506723102675	0.0427957587058
à	0.0636278029714	0.694809247259	0.0475036259545	0.140630453422	0.0534288362353
r	0.0669136473238	0.624554355753	0.0763488566515	0.184845871141	0.0473372387451
o	0.0278108292746	0.605458905251	0.203007192217	0.126646577047	0.0370764785817
t	0.0101233801782	0.434164888417	0.370324324072	0.132650795682	0.0527366118606
o	0.00385982211273	0.226661159472	0.537133338024	0.136102318561	0.0962433606202
n	0.00163018374424	0.0879721911573	0.469069232675	0.279786066187	0.161542326873
à	0.00141204262141	0.0377789430524	0.214167024225	0.603299912062	0.143342092958
r	0.0013677940838	0.0188080289508	0.143050434742	0.765781290687	0.0709924566527
b	0.00145639777127	0.0134931955836	0.248762791581	0.640984336896	0.0953032905509
u	0.00178909689042	0.0118280334945	0.248729115194	0.397084208965	0.34056957685
r	0.00143279203014	0.00503480149817	0.111306804098	0.329770496322	0.552455125617
o	0.00319335257671	0.00543155219939	0.0414541307327	0.399384382107	0.550536575206
</S>	0.00499259548835	0.0076142065997	0.0255829478664	0.424098741053	0.537711487603
