 	hai	già	mangiato	</S>
ì	0.798550535	0.1020943275	0.0572285635	0.042126583
s	0.773999211667	0.151552075833	0.0451903535	0.0292583766667
e	0.541408607222	0.366666708611	0.0526204911667	0.0393042112222
g	0.258589263074	0.549609869537	0.109286803722	0.0825140870741
i	0.132195885025	0.533221723179	0.212525511241	0.122056909025
à	0.072779334675	0.380266284393	0.443685390414	0.103269004675
f	0.0281149809917	0.209236588131	0.703237840138	0.059410573225
a	0.0217570220972	0.131976448044	0.728053480046	0.118212991075
m	0.0201247443657	0.0854272196813	0.691417426682	0.203030523692
è	0.0293918164552	0.0727196182271	0.717629928894	0.180258559564
n	0.0317626358184	0.0599468440757	0.758933296298	0.149357168188
a	0.0115321632061	0.0272057463586	0.565710362099	0.395551689396
</S>	0.00671491300305	0.0161365286793	0.33558832605	0.641560194698
