 	non	ha	che	li	aspettiamo	</S>
e	0.681440985	0.225022149	0.036458211	0.01695043525	0.0225075165	0.017620683
n	0.390116671667	0.449228526333	0.0797086753333	0.02355913275	0.0286888661667	0.0286980943333
è	0.147807577056	0.541461255444	0.238162931778	0.0198602715833	0.0247227321222	0.0279851971111
n	0.0544986012187	0.482382398481	0.411823917259	0.0197405948611	0.0143470241074	0.017207448037
a	0.0398211227729	0.332070989494	0.478609629086	0.10723209562	0.0194403160358	0.0228258533457
t	0.035342560391	0.139908048831	0.459883883029	0.301524365207	0.0333771090119	0.0299640624486
u	0.024649598597	0.067751807277	0.38377959101	0.395082248402	0.0582191953373	0.0705175838162
s	0.0220977635323	0.040637165759	0.257354500337	0.352223192801	0.217961918446	0.109725461272
m	0.00948907431077	0.0242728829197	0.163817773446	0.232845679934	0.356507256149	0.213067330424
ì	0.00618669807026	0.0899841306399	0.277225854482	0.107257854311	0.261448868716	0.257896600141
n	0.00498143712342	0.12793883688	0.379598321494	0.094216073437	0.244632916239	0.148632417714
o	0.00373262884114	0.0682525836267	0.266110575831	0.103204529146	0.399558115413	0.159141550238
m	0.00317576114705	0.0255769074622	0.11001943746	0.0631765978153	0.580700615138	0.217350683413
e	0.00192082001568	0.00955888277407	0.0404630713367	0.0622979410384	0.537087928379	0.348671381138
</S>	0.00223836795784	0.00617097443704	0.0255460336683	0.0910078180192	0.39456588419	0.480470955569
