 	il	morto	si	piange	</S>
o	0.63557803	0.303054047	0.018942803	0.020518083	0.021906966
a	0.407570776667	0.458097235667	0.033416572	0.0462591773333	0.0546561773333
p	0.265365608889	0.500577998556	0.0335982215667	0.122351334111	0.0781068204444
e	0.21500767963	0.525113116185	0.0418956530889	0.14251632137	0.0754672214815
t	0.181808659877	0.507957242062	0.045475424363	0.17959052379	0.0851681458272
a	0.156635499959	0.428523100687	0.0937117697877	0.208094841263	0.113034800609
m	0.121377562653	0.254789727562	0.108935504129	0.414294943754	0.100602280203
m	0.0727634502177	0.120243098187	0.0454160789097	0.567772541251	0.193804850068
è	0.174376070073	0.090103637729	0.0410317539699	0.427944640417	0.266543896689
n	0.302586503358	0.137353719243	0.0597962523233	0.327771456806	0.172492055563
o	0.234971578786	0.142808844081	0.329339377441	0.193393242935	0.099486978521
i	0.0889291241953	0.0670020476937	0.61672889248	0.111457741645	0.115882229507
k	0.0301565228718	0.0262865569979	0.525296147493	0.273276600548	0.144984195169
l	0.0122557852973	0.019725066766	0.314696032498	0.426350140183	0.226973007056
è	0.0080314963991	0.0203509812553	0.156654568833	0.579700050061	0.235262919019
e	0.00471932334303	0.0112426706184	0.067289989611	0.547390603354	0.36935739634
t	0.00181935844868	0.00422885824813	0.0306960813037	0.540578504451	0.42267717878
e	0.00120404994056	0.00227887825804	0.0336494265346	0.51067533815	0.45219230626
</S>	0.00147242422028	0.00242655012902	0.0508892982673	0.290123974075	0.65508775313
