 	è	facile	che	stanno	ancora	svegli	</S>
è	0.8569749	0.0867915955	0.0161986766	0.01806157925	0.003941868	0.00474409335	0.01328726125
f	0.70351988	0.187727621833	0.0350701038667	0.03692051175	0.005069715	0.00288080911667	0.02881135175
à	0.439757006667	0.432083640611	0.0456831089556	0.0415286099167	0.00541804866667	0.00214591110556	0.0333836679167
c	0.257692215556	0.616552313537	0.0445115139852	0.0462183013056	0.00490086322222	0.00249055766852	0.0276342066389
i	0.173894959519	0.556488537846	0.163934771328	0.0516984071019	0.0144546277407	0.00943427188951	0.030094358213
l	0.094273326173	0.352902557615	0.397069940443	0.067154259034	0.0235210925802	0.0121464912965	0.0529323157377
e	0.050300429891	0.148239164205	0.639367213481	0.0733672180113	0.0230543208601	0.00913884443217	0.0565328239126
k	0.018803133697	0.055384373735	0.793446004494	0.0619660943371	0.02028312462	0.00680001604406	0.0433172679709
a	0.00936020213233	0.022281481245	0.780772234831	0.099357054779	0.03087780754	0.010819935248	0.0465312813236
s	0.00577968301078	0.0105291381817	0.766059044944	0.133986284926	0.03228689918	0.0118155921493	0.0395433364412
t	0.00312284423693	0.00514045306057	0.758613431648	0.151041998309	0.0190240077267	0.00532256044977	0.0577347028137
è	0.00314270747898	0.0105276612535	0.539741157216	0.362352136103	0.0183194325756	0.00580081681659	0.0601160856046
o	0.00236908992633	0.0125271849845	0.283172035739	0.596854512034	0.0572635668585	0.00576885843886	0.0420447412015
n	0.00118757637544	0.00588426059483	0.15284314858	0.721694537345	0.0718114796195	0.00312707532962	0.0434518944005
e	0.00149928765848	0.00262194306494	0.0832232195267	0.672493832448	0.195942337207	0.00700865645987	0.0372106881335
a	0.00168922756616	0.00115478915498	0.0519211378422	0.427922290816	0.454672672402	0.0106034061533	0.0520364300445
n	0.00170360950205	0.00144845568499	0.0212394967474	0.324420473605	0.580839290801	0.0061982161511	0.0641504033482
k	0.00231001133402	0.00279734672833	0.0124604217158	0.332607807868	0.505208180267	0.00322151321703	0.141394707783
ò	0.00275936747801	0.00450031557611	0.0279966805719	0.317317629289	0.416033523422	0.0568010868057	0.174591394261
r	0.00216227069067	0.00535642079204	0.028572328224	0.26129003643	0.538064377807	0.0776668806019	0.086887646087
a	0.00143773049489	0.00362314613068	0.0186875914413	0.18237988381	0.632578282602	0.0680247202006	0.093268605029
a	0.00169894076496	0.00160003567689	0.0166472461471	0.0971309899367	0.469936794201	0.118537975067	0.294448001676
t	0.00614595285499	0.00278440952563	0.0075989724157	0.0393362063122	0.275024244734	0.209122871689	0.459987333892
s	0.00919388871833	0.00525749694188	0.00362204250523	0.0218077137707	0.184129543245	0.194458479563	0.581530824631
ù	0.00547854827278	0.00888389764729	0.00244416223508	0.0212223342569	0.118678734748	0.317369878854	0.52592242821
n	0.00235220195759	0.0128655115491	0.00150549073169	0.017528712419	0.097643076916	0.599948862951	0.26815612607
n	0.00188987645253	0.0154521648497	0.000696421230563	0.014693599473	0.103115067305	0.62457060765	0.239582252023
i	0.0109598953508	0.0293484396166	0.00676889647685	0.0614118348243	0.067755082435	0.47031350255	0.353442334008
t	0.0137224820503	0.0303618656722	0.00881567759895	0.0708853751748	0.028308445745	0.535208614183	0.312697528003
i	0.00546411729677	0.0136513708574	0.00376173060632	0.0254547437583	0.013952081615	0.479856099394	0.457859842668
</S>	0.00309707766839	0.0084203231787	0.00295274425316	0.0138883095792	0.0105795804575	0.262293971697	0.698767971334
