 	ora	che	loro	non	vengono	più	</S>
à	0.86230795	0.070466835	0.02965638	0.0048975444	0.01391027	0.007906663	0.0108543517
r	0.777996783333	0.152596883	0.0304848513333	0.00266498106667	0.0173475566667	0.0050888031	0.0138201129
t	0.681542061111	0.186739691	0.0526706974444	0.00428066468889	0.0400778955556	0.00724714646667	0.0274417759667
e	0.439696842704	0.366256877	0.0944951238148	0.0105060352296	0.0462121693519	0.0112853714889	0.0315475498222
k	0.152180929235	0.611406949	0.131579701272	0.0133373374099	0.0384309239506	0.0201734224963	0.0328907327741
a	0.0576127834117	0.511146559667	0.272222033757	0.0535290571366	0.0410189996502	0.0272068684988	0.0372636869247
c	0.0248986926706	0.274463376556	0.504757961252	0.0643449708122	0.0540926548834	0.0294836404996	0.0479587263082
ì	0.0245715627569	0.169536718852	0.581166837084	0.0577381120374	0.0783664602945	0.0279178381665	0.0607025047694
n	0.024696043519	0.150208266284	0.622008445695	0.0699283706791	0.0704127170982	0.0175772573888	0.0451689389231
i	0.00970086680633	0.102099278095	0.496524725232	0.281377570226	0.0679227940327	0.0145568061296	0.0278180089744
e	0.00356843384878	0.047833303565	0.203046720411	0.587008490075	0.104190961344	0.0271237397099	0.0272283683248
n	0.00138957336293	0.0171344532217	0.0949765054703	0.478060026692	0.302676580448	0.07685637057	0.0289064714416
è	0.00114293112098	0.0101804652406	0.109966525157	0.193334214231	0.574041460149	0.09028460019	0.0210497816472
r	0.0290409788403	0.00768565544687	0.104616589386	0.0788604514103	0.68900612005	0.06510205473	0.0256881503824
k	0.0391227062801	0.00338559421562	0.056024026462	0.0431828884701	0.741053540017	0.0810415145767	0.0361897244608
o	0.0146330243934	0.00257571783854	0.027125410254	0.0417166828234	0.578606553339	0.238360113192	0.0969824971536
t	0.00845808843113	0.00233589331285	0.0180593671847	0.0382001006078	0.333568074446	0.400981937731	0.198396539051
t	0.011284716477	0.00219707353762	0.0210887820616	0.0152080950693	0.222230261482	0.371600689244	0.356390369684
e	0.00927897999233	0.00213780154587	0.0163466695539	0.0066716743231	0.114731678161	0.404189423081	0.446643766561
p	0.00506021816411	0.00119796265362	0.00787393071797	0.0032807497077	0.055872800387	0.476574907694	0.450139412187
l	0.00463417138804	0.000520455296207	0.00426782757266	0.0016912866359	0.0381677774623	0.515797702565	0.434920760729
è	0.00568975646268	0.000289978608736	0.00325440662422	0.00123650986863	0.0280624248208	0.625606324188	0.33586058691
o	0.0173440141542	0.000202623926245	0.00394049564141	0.000771895959543	0.0259771966069	0.505230854729	0.44653291897
</S>	0.0276428150771	0.000218123543123	0.00493853732071	0.000442034349772	0.0314834433035	0.323669262364	0.611605809485
