 	avete	fatto	già	le	verdure	</S>
i	0.400915415	0.396601838	0.0523076265	0.0248661435	0.077554435	0.047754551
k	0.239678236667	0.610018359333	0.0417671121667	0.0254780541667	0.036985817	0.0460724243333
à	0.184162733889	0.537679259778	0.132758219722	0.0624753763889	0.022940453	0.0599839747778
m	0.234649717963	0.317283203259	0.251336789907	0.12342968213	0.021916753	0.0513838595926
a	0.212206005988	0.25131628442	0.292759279969	0.136221987377	0.046303651	0.0611928078642
t	0.105364061329	0.286663801473	0.310971426656	0.146713329126	0.0556364833333	0.0946508879547
o	0.0495421121097	0.267290713824	0.242669157219	0.236633826375	0.0871852574444	0.116678894652
g	0.0281140207032	0.146813314941	0.15505312874	0.453730488792	0.109131701481	0.107157327217
i	0.0136730869011	0.075428338647	0.0989362892467	0.550614829597	0.18106307616	0.0802843680723
à	0.00898158736703	0.050878466749	0.0585299920822	0.523339039866	0.292113775387	0.0661571460241
t	0.00393540366234	0.018103205103	0.0522359896941	0.568608089955	0.319075091796	0.0380422441414
a	0.00163828705078	0.00766748178767	0.0331056087647	0.401691295985	0.503585330599	0.0523120301805
l	0.00145318504026	0.00414867287589	0.0188802134549	0.263532964662	0.633880876866	0.0781041233935
à	0.00124565436342	0.00148068612196	0.020977849485	0.215994198887	0.704575692289	0.0557259144645
c	0.00052660024114	0.000606666360653	0.0195490498283	0.095815377629	0.847966030763	0.0355362514882
h	0.000351738027047	0.000937232723551	0.0344945416094	0.0978335532097	0.834521076921	0.0318618458294
a	0.00547106651902	0.00199912820785	0.0398049118698	0.107873244403	0.585332118974	0.25951952061
n	0.00924362117301	0.00185506993595	0.0281200526233	0.108732638134	0.402151532991	0.449897063537
a	0.00860443772434	0.00272610601198	0.0506709848744	0.0933726550447	0.318001930997	0.526623864512
</S>	0.00928163736217	0.00427548680599	0.0724459824372	0.0610048560224	0.212078495498	0.640913532256
