 	ho	messo	uno	specchio	sul	muro	</S>
è	0.79418955	0.127494545	0.01819887	0.0230179645	0.018342836	0.00411379345	0.01464248515
v	0.57740044	0.211688631667	0.0429459273333	0.0575279871667	0.0604012506667	0.00477397838333	0.0452618283833
a	0.333922253333	0.382794823889	0.0771036074444	0.0672128163889	0.0717343845556	0.0119511244611	0.0552810244611
l	0.200660331111	0.508695431296	0.123060190815	0.0515838891296	0.0530813958519	0.0162550648204	0.046663719487
a	0.101979807704	0.419065777099	0.324283506938	0.0473866360432	0.0469902169506	0.0169103999401	0.0433836761623
è	0.0419031306347	0.2562725657	0.584560785646	0.0375300366811	0.0370221639835	0.0131440238467	0.0295672843874
n	0.0165198946449	0.1357499049	0.703936745215	0.0519257888937	0.0517639746612	0.00661438741557	0.0334892534625
a	0.00711819248163	0.0574777443	0.708676095072	0.105885746298	0.0710618015537	0.0125120210719	0.0372683734875
n	0.00298717712721	0.0239091408333	0.540281798357	0.204647645433	0.126122260518	0.038520115024	0.0635318634958
j	0.00388397377574	0.0270616046778	0.346943869452	0.203324778478	0.210989903506	0.0510721306747	0.156723725832
a	0.00438385062525	0.0283965793259	0.215264063151	0.280792239493	0.255913577835	0.0563739792249	0.158875709277
l	0.00222708169508	0.0112157622753	0.0894831200503	0.365810306498	0.293517905945	0.059560213075	0.178185633759
ì	0.00133129175169	0.0056672778251	0.0500835170168	0.269673925499	0.456792201982	0.0390907321917	0.17736108692
s	0.00109323455056	0.0034798274817	0.0356898149056	0.255580815166	0.602936743994	0.0291864668972	0.0720331023067
t	0.000871095916853	0.00138785524723	0.0137271345352	0.208382061722	0.658605031331	0.0636551472991	0.0533716897689
o	0.00109960227228	0.00148400449574	0.00957357784507	0.0989473132407	0.589585740444	0.1505649991	0.148744801256
t	0.00132948492409	0.00164798427858	0.00724007368169	0.0661524724136	0.385698946815	0.215840593033	0.322090470419
ì	0.000908158334697	0.000890000499527	0.00309035582723	0.0630382194712	0.347417488938	0.283147804344	0.30150802014
c	0.000571610694899	0.000740783193176	0.00131347370241	0.0634606698237	0.293280612979	0.482125528115	0.158507390047
h	0.0011207439883	0.000773497797725	0.000640291700803	0.0676157132746	0.15839143766	0.643731542705	0.127726813349
o	0.0137088748294	0.00286601959924	0.00120604800693	0.0695620077582	0.10069097922	0.588125060902	0.223841027783
</S>	0.0256430804147	0.00504669949962	0.00185728980346	0.0709838338791	0.07143963461	0.513574100451	0.311455378891
