 	sta	e	dorme	nel	letto	</S>
s	0.84078449	0.1031250735	0.0185118655	0.01229186975	0.012678296	0.01260839035
t	0.74418284	0.131979857833	0.0288524528333	0.0224416699167	0.0289465353333	0.04359664645
e	0.5478824	0.288043295944	0.0419355776111	0.0282125749722	0.0367774627778	0.0571486638167
c	0.312384046667	0.516860118648	0.057189242537	0.0288355016574	0.0362172642593	0.0485137846056
e	0.200495008889	0.532622999549	0.132914884179	0.0361195432191	0.0427399660864	0.0551076082019
p	0.120257274096	0.375004883183	0.315160834726	0.0503278787397	0.0587353410288	0.080513812734
l	0.053122427832	0.220778897728	0.372999544909	0.0519632962466	0.0859957270096	0.215140124245
ò	0.0456779502773	0.141798389243	0.378468461636	0.0566401587489	0.100926112337	0.276488954748
n	0.0345776826591	0.111099193081	0.522150500545	0.0979046029163	0.073837920779	0.160430127583
n	0.0338887667864	0.108975351027	0.479605920182	0.123106299305	0.076573843593	0.177849831861
i	0.0322055253288	0.077318657009	0.284315936727	0.254971958102	0.125674821198	0.225513103954
s	0.0116406754096	0.029417325503	0.183218908909	0.514756872701	0.119962910399	0.141003326985
t	0.0044397038032	0.0127287794677	0.160086109636	0.526708904234	0.1406026868	0.155433831328
o	0.00250626670107	0.00737849642257	0.114406854879	0.359881778078	0.325091008933	0.190735607109
g	0.00141591461302	0.00318420928552	0.0430528632597	0.214171600693	0.504595919644	0.233579505703
r	0.000638070917007	0.00179554337317	0.0326237710532	0.106948754898	0.615257576548	0.242736289901
à	0.000463640829002	0.00146034377439	0.0304507045177	0.109311738299	0.674250428849	0.184063167967
t	0.000401515179667	0.000697402881463	0.0128798054392	0.098537839433	0.68931219295	0.198171245989
t	0.000348713643222	0.000387640980488	0.00839294457973	0.110104359811	0.632953090983	0.247813221996
i	0.00167104575107	0.000903139273496	0.0101121735266	0.122898490604	0.545251090328	0.319164067332
</S>	0.00307295837553	0.00147725938675	0.0111230002633	0.092690986302	0.540191995164	0.351443843666
