 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.889690425	0.0207064513	0.0141522085	0.0119792825	0.0100675569	0.00913822585	0.01300710465	0.0106677968	0.0066878539	0.00353221605	0.01037080275
r	0.829082175	0.0338534907667	0.0252702205	0.0184267368333	0.0151445143	0.0136118076167	0.0198050932167	0.0161159996	0.0094736223	0.00363243545	0.0155838835833
t	0.707680238333	0.0363552499222	0.0433019218333	0.0379622716111	0.0271083757667	0.0228384322056	0.0467168320722	0.0303128695333	0.0140381711	0.00522848618333	0.0284571505278
e	0.415972144444	0.231871600974	0.0817098772778	0.0469980858704	0.0335008315889	0.0288329674019	0.0563139740241	0.0370042425111	0.0201271627	0.0127479812278	0.0349211415093
n	0.150125130481	0.326347136991	0.144086349093	0.0576330219568	0.048621807863	0.0463422624673	0.0573385146747	0.0499947335037	0.0411268875667	0.0292945677426	0.0490896291698
a	0.0557482304937	0.319235865664	0.243812693031	0.0604614943189	0.0489337802877	0.0473043164891	0.0527811745582	0.0494280371679	0.0432646408556	0.0301029799142	0.0489268093899
i	0.0205628322212	0.356745315221	0.400956077677	0.0524540254396	0.0260028837626	0.0245725024964	0.0262903415194	0.0252328127226	0.0231018616185	0.0183710989714	0.0257102754633
v	0.0071615639304	0.202925373074	0.555057592559	0.0803546881465	0.0250669992542	0.0235215301655	0.0184824428398	0.0241853825742	0.0221215355395	0.0166852843238	0.0244376294878
ò	0.00399718921013	0.107920235691	0.601950864186	0.145331747382	0.0249206944181	0.0217374753885	0.0170455362799	0.0232496691914	0.0190326187132	0.0121874782746	0.0226264821626
s	0.00302302360338	0.073875038897	0.613900021395	0.213971395794	0.0191141654727	0.0135027967962	0.0168047724266	0.0155644783971	0.0099965667044	0.00529151172487	0.0149562110542
t	0.00271242820113	0.0286556534657	0.651771340465	0.207150298598	0.0181668001576	0.0119478339321	0.0365953944755	0.0161534161324	0.0077119578348	0.00413423480829	0.0150006603514
e	0.00288633543371	0.0227519003219	0.477268115488	0.268680459533	0.0497154690525	0.0260294539774	0.0517118894918	0.0291982727108	0.0205952516116	0.0144033757028	0.0367595091171
s	0.0018113340879	0.0201519082073	0.267530407163	0.419356089844	0.0762223616842	0.0376572253258	0.0404680591639	0.0387994565703	0.0298966495372	0.0186912592343	0.049415251039
t	0.00114120177263	0.00761286830243	0.218067822388	0.537278413281	0.0606674772281	0.0303973134419	0.0395485720546	0.0347153485234	0.0210327411791	0.0103586089114	0.0391796283463
u	0.00076283522421	0.00873332723414	0.132895757796	0.517851971094	0.124749775743	0.0358427474806	0.0443474150182	0.0362844351745	0.025102618393	0.0164566718038	0.0569724244488
d	0.00074901960807	0.00885226256471	0.055298771932	0.461922710365	0.217555858581	0.0485614671602	0.0374631433394	0.0494989817248	0.0307033914643	0.0198775419346	0.0695168264829
i	0.00063904057269	0.00501355400824	0.027651971644	0.397820103455	0.344167009527	0.0587899570534	0.0344670211131	0.0445157895749	0.0237115891548	0.0152934639782	0.0479304968276
è	0.00048568289423	0.00371736438941	0.0142754058813	0.272996184485	0.494231893176	0.0683223590178	0.0584597807044	0.026864829525	0.0161612631516	0.0122939258927	0.0321913366092
o	0.000436611188077	0.00134061454314	0.00687954199377	0.176310114162	0.503631184392	0.166824883006	0.0625375172348	0.0225821555083	0.0146368321505	0.0110152665309	0.0338053065364
n	0.000529948286026	0.00055908722438	0.00292852366459	0.106650300721	0.418931848131	0.316997707669	0.0487955520783	0.0349269678361	0.0228105583835	0.0124110958436	0.0344584158455
a	0.000752215318675	0.000443369058127	0.0015105385782	0.0651424676737	0.302517439377	0.44074030589	0.0634989220261	0.0479890189454	0.0292424817945	0.0181107742812	0.0300524662818
n	0.00127977192956	0.000441952259376	0.0008942842494	0.0398025519912	0.195420286459	0.52299829863	0.0936967706754	0.0624439829818	0.0334201949315	0.0198608357604	0.0297410524273
a	0.00168210384319	0.000384913173125	0.0007150405498	0.0308327660971	0.127155652153	0.53308030621	0.0926786452251	0.100651572327	0.0479672903105	0.0320782412535	0.0327734208091
m	0.00269398924773	0.000461898384375	0.000825256949933	0.0178923864657	0.075630082051	0.414628578737	0.229561693408	0.112521970776	0.0515397901035	0.0367601190845	0.057484193603
à	0.00461534028258	0.000404920004792	0.000979798883311	0.0170144381552	0.068564782017	0.272236239579	0.396917897803	0.113924370259	0.0374562473678	0.0212021860282	0.0666837688677
s	0.00606258296086	0.000222615453597	0.000868112581104	0.0146018207184	0.092282317339	0.339730783193	0.351435109268	0.11110475342	0.0254658841226	0.0147912213427	0.0434347879559
o	0.00488410462029	0.000221264039866	0.000623247647035	0.00980175373947	0.0680541337797	0.356767211064	0.202957504423	0.223445807807	0.0697475090409	0.0292640337809	0.0342334049853
n	0.00281144540676	0.000233250303289	0.000416688982345	0.00434633087982	0.0338963215932	0.301362187021	0.136601766141	0.319821435936	0.11228771968	0.042593086927	0.0456297416618
a	0.00228299146892	0.000167848527763	0.000341263844115	0.00246923629327	0.0192906962977	0.22708706234	0.109868594714	0.283343621979	0.217773533227	0.0802427946423	0.0571323532206
d	0.00430827205631	0.000249148905921	0.000337671511372	0.00232598586442	0.00974010703257	0.106040708113	0.130613090905	0.308118177326	0.265473961076	0.0905637902141	0.0822290804069
i	0.00489550031877	0.000254463289307	0.000308794607124	0.00216883273814	0.00601202431086	0.0591014880377	0.136040392835	0.266151829109	0.321816570359	0.108982722071	0.0942673868023
v	0.00751484173959	0.000379494477102	0.000392158009041	0.00224880612938	0.00370794730362	0.0310270988459	0.199424866812	0.164425473036	0.325612243453	0.125194584024	0.140072505601
e	0.00839540254653	0.000419492799034	0.000423318386347	0.00222356511646	0.00264372113454	0.018692709782	0.220381135337	0.120089649679	0.308954034484	0.146042804675	0.1717341652
n	0.0135780001488	0.000939625153011	0.000381517428782	0.00106828151215	0.00165850214485	0.011653912594	0.172097791512	0.093889081893	0.311519364828	0.169139682892	0.224074231733
t	0.0159843275163	0.001108567151	0.000450651586261	0.000851371587383	0.00133021241495	0.00780447353133	0.160151804837	0.0935195472977	0.312370491609	0.128210906964	0.278217637244
è	0.00678897910543	0.000436432277	0.000454799138754	0.000561709089128	0.00077112298165	0.00485935866044	0.058848426179	0.0755511957659	0.28921476887	0.281124460321	0.281388759081
s	0.00409236350181	0.000621247185667	0.000539953212918	0.000333145073043	0.000313150469217	0.00207982757015	0.0475408389597	0.0306667144553	0.117137806957	0.39196714344	0.404707853027
s	0.00749417733394	0.000645750228556	0.000497798497639	0.000356024664348	0.000574843021739	0.00432131405672	0.0539144019866	0.0638801840184	0.140991631319	0.313113271147	0.414210644342
o	0.0825536269446	0.00144190824285	0.00439596825921	0.00457400102812	0.00157163894058	0.00671219501891	0.0422791029955	0.118517328006	0.178942077106	0.209832152716	0.349180024781
