 	l	ho	sentito	quando	veniva	</S>
t	0.86363417	0.0443401885	0.014555177	0.026284604	0.0276030625	0.023582859
o	0.631141133333	0.1843022895	0.087826445	0.032064369	0.0329943381667	0.03167148
n	0.298391169444	0.2739051465	0.111866018667	0.115574494	0.0994029517222	0.100860252
ì	0.111405824948	0.4122024655	0.0906674832223	0.145321610667	0.118835391574	0.121567212333
k	0.0488037984493	0.613734541833	0.0952668444074	0.100549657889	0.0684010481913	0.0732440524443
u	0.0370316894831	0.482349387278	0.268231381469	0.10342507963	0.0525068817304	0.0564555288148
s	0.0261741628277	0.257718632426	0.477469627156	0.12650782521	0.0571068042435	0.0550229059383
a	0.0167468849426	0.136597390809	0.459915662385	0.25695279507	0.0707919860812	0.0589952329794
m	0.0113867525809	0.057812182603	0.285325561462	0.310043635023	0.17356619536	0.161865630326
ò	0.0053979352603	0.0320392455343	0.100854690154	0.470366878341	0.201429046453	0.189912164442
t	0.00340789148677	0.0250134911781	0.039011189518	0.693631546114	0.135023336818	0.103912512481
t	0.00413898642892	0.021519291726	0.0190334176393	0.662796982038	0.176499428939	0.116011880827
e	0.00437605710964	0.0215275335753	0.0170936598798	0.488732037346	0.314482926313	0.153787766942
è	0.00201377571988	0.0129462172918	0.0135846500266	0.277734275782	0.546673042104	0.147048015647
r	0.000875642996627	0.00570050894393	0.00559103003053	0.147314905261	0.748565780701	0.091952132549
k	0.00125446337221	0.00324949729464	0.00309218689851	0.12618454842	0.7842386469	0.081980658183
a	0.00164448094074	0.00284846669821	0.0024561649995	0.11877715614	0.591873055633	0.282400679394
t	0.00106980719691	0.00162774298607	0.0010421959825	0.108567068713	0.459419738544	0.428273459798
o	0.00191921979897	0.00098184014869	0.000591977776833	0.0951083629043	0.341353816181	0.560044786599
</S>	0.00300113489949	0.000890386224345	0.000652024738417	0.0567445964521	0.205531813091	0.7331800433
