 	può	che	sono	ancora	svegli	</S>
i	0.74908305	0.1699072585	0.0271966875	0.0199754685	0.01173905375	0.0220984195
s	0.606593316667	0.2850575995	0.0401101038333	0.0259060305	0.00780969246667	0.0345232321667
ò	0.473110138889	0.4224695065	0.0482671119444	0.0180278971667	0.00339490440556	0.0347304320556
z	0.459999646296	0.4313438355	0.0695357086481	0.00912638792223	0.00205027546852	0.0279441070185
i	0.354332533432	0.510197111833	0.089958864216	0.0146438378407	0.00540161478951	0.0254659956728
k	0.148743780144	0.626700837278	0.152474954739	0.0253860906136	0.00658047572984	0.0401138302243
a	0.0706711527147	0.455400179093	0.335293028246	0.0724526758712	0.0125087583766	0.0536741567414
ì	0.0286453500716	0.230799048364	0.603101276082	0.0840302462904	0.0147389550255	0.0386851092471
n	0.0142671111905	0.108127863788	0.813755145361	0.0384725970968	0.00558032759517	0.0197969484157
e	0.00960196393017	0.0547966269293	0.62465107512	0.281082826366	0.00708382221839	0.0227836444719
a	0.00521953971006	0.0274947907098	0.25424900104	0.658705195455	0.0108736664061	0.0434577414906
n	0.00311501863669	0.0103955136699	0.10114509968	0.830443765152	0.0071129296087	0.0477876204969
k	0.0036903408789	0.0061717469233	0.0745505132267	0.723552561717	0.00389350200957	0.188141313499
ò	0.00947931075963	0.0286301563078	0.226342721076	0.442543693906	0.0508768110032	0.2421273055
r	0.00961845505321	0.0340544735359	0.260228567692	0.526501664635	0.0671688858677	0.1024279775
a	0.00621918615107	0.0236076492786	0.120966525231	0.634821008212	0.101220594156	0.113165067167
a	0.00678542305036	0.0207600250929	0.0627115744103	0.375996153737	0.186248378052	0.347498469056
t	0.00972232968345	0.010035880931	0.0264952974701	0.158356245579	0.247744466017	0.547645786352
s	0.0140932778945	0.006021991377	0.0204192711567	0.082199664193	0.209815972006	0.667449825451
ù	0.0142613534648	0.004221684959	0.0275867610522	0.061878091731	0.335618214002	0.556433898484
n	0.00937687515493	0.00332434368633	0.0235553966507	0.0438696452437	0.622963924667	0.296909836161
n	0.00514940455164	0.00179050826211	0.0204951745169	0.0470022050812	0.627277481556	0.29828523872
i	0.0408674565172	0.013378510754	0.116602078172	0.0474935083604	0.440087797185	0.34157064624
t	0.0531122569724	0.0171723174513	0.138968870191	0.0200707501535	0.462667049062	0.308008748747
i	0.0216253522908	0.0070118579171	0.0497016199303	0.00805767575117	0.408791335354	0.504812149582
</S>	0.0135870038954	0.00477237480855	0.0269488985651	0.00539270537558	0.223369996177	0.725929024791
