 	non	aveva	cosa	a	fare	</S>
e	0.757607035	0.148822485	0.029371952	0.01819717785	0.0254614075	0.020539892
n	0.47690303	0.302309695	0.0644784193333	0.0446112772833	0.0612339068333	0.0504636586667
ì	0.180836601	0.535181851667	0.106335229778	0.0502569097611	0.0691144809444	0.0582749478889
c	0.067109846	0.478700927222	0.127216689926	0.0473379572537	0.174491725648	0.10514287763
h	0.0268811056667	0.368808535741	0.208327879975	0.0545274230846	0.215212451883	0.12624263021
e	0.0134171628889	0.31224931458	0.418217726658	0.104834101695	0.0889417082943	0.0623399797367
t	0.00767214676963	0.126195721993	0.533644122219	0.209993077232	0.0719470104314	0.0505478785789
i	0.00383643079654	0.049106670131	0.440086794073	0.369929299077	0.0736668314771	0.063373956193
k	0.00251158754218	0.0221939171437	0.244691157691	0.358074606359	0.253012268492	0.119516462064
à	0.000927226877393	0.0123031541479	0.10327243423	0.25608090212	0.485192232831	0.142224057355
m	0.000507863199131	0.00898497921597	0.05730004341	0.261941187373	0.542249620944	0.129016319118
i	0.00106617381971	0.016241192572	0.0517980978033	0.203913645791	0.493075270315	0.233905626373
</S>	0.00168197990986	0.027440933286	0.0682710389016	0.158999107895	0.422582665157	0.321024273187
