 	vuole	pianto	</S>
i	0.6993846	0.235404215	0.0652111615
t	0.76349725	0.185444815	0.0510579215
è	0.790351163333	0.129861468333	0.0797873605
l	0.709727011111	0.184245419444	0.106027558833
i	0.443692587037	0.471666573148	0.084640807611
k	0.173385647012	0.734286841049	0.0923275052037
l	0.0978451423373	0.70777183035	0.194383041735
a	0.0768927247791	0.456651420117	0.466455860578
m	0.0341266944264	0.237781273372	0.728092036859
m	0.0316416523088	0.226995231124	0.74136309562
è	0.0553105941029	0.362583893708	0.58210549854
n	0.0479078420343	0.418819937903	0.533272232847
o	0.0260209680114	0.293454745968	0.680524310949
</S>	0.0209299190057	0.205104412984	0.773965705474
