 	io	voglio	che	Maria	venga	qui	</S>
e	0.72224218	0.1419583515	0.0339425885	0.02312279625	0.0278698905	0.0262249595	0.02463924615
v	0.444288373333	0.260337787167	0.0659790688333	0.05295283875	0.0577025215	0.0591981748333	0.0595412607167
ò	0.237314357778	0.432133819056	0.0790977216111	0.06038148625	0.0606363558333	0.0648197526111	0.0656165245722
t	0.147727320926	0.627455373019	0.0670669372037	0.0442351400833	0.0340876239444	0.0393016902037	0.0401259005241
è	0.0784748373087	0.68406202434	0.122364255735	0.0360750616944	0.0228636253148	0.0277434760679	0.028416656508
l	0.0538566155029	0.671634241447	0.194588838578	0.0278106855648	0.0148120534383	0.0184112176893	0.0188862875027
o	0.0261817095676	0.544302913816	0.349827519526	0.0391842978549	0.0122144958128	0.0139569132298	0.0143321178342
n	0.0163722622725	0.274874697272	0.595828866509	0.0583808806183	0.0180599216043	0.0184475740766	0.0180357442781
a	0.0071702036075	0.109551692757	0.548495438836	0.258814440206	0.0301236842014	0.0217415926922	0.0241028917594
r	0.00422212266917	0.0468528595857	0.420034859612	0.419783680069	0.0439713310671	0.0332930782307	0.0318420275865
t	0.00240215458972	0.0387634785286	0.373503516537	0.354078013356	0.0769063390224	0.0816973140769	0.0726491691955
i	0.00231929136324	0.0320539642762	0.229172845512	0.441204324452	0.119533706341	0.0912773980256	0.0844384747318
e	0.00161639259441	0.0123968119121	0.108941914171	0.395587908151	0.298752935447	0.0763307046752	0.106373346577
M	0.0016309024048	0.0051653631907	0.0470701357237	0.168812071717	0.424477161816	0.171837476892	0.181006905526
a	0.00264158963493	0.00823321656357	0.0646341905746	0.143065992906	0.355744013939	0.209530612297	0.216150371842
r	0.00203227346498	0.00864268399786	0.0661413158415	0.131766420969	0.31058895798	0.314344324099	0.166484008614
ì	0.000867996314993	0.00519805930929	0.0259676259305	0.156059830323	0.326649059327	0.3973411347	0.0879163008713
a	0.000393572354998	0.00416834266976	0.0129726183768	0.154182321441	0.379650109776	0.328691511567	0.11994154029
e	0.000180474599666	0.00178041572325	0.0051117252256	0.0538323351137	0.293081207925	0.428026277189	0.217987590097
t	0.000140954181222	0.00076721063775	0.00188438817687	0.0186052953946	0.168481370642	0.62256050573	0.187560304699
t	0.000256725120407	0.000471834975917	0.000829102193957	0.0080505390882	0.141234515214	0.635272035243	0.213885269566
ù	0.000272856421469	0.000424264115306	0.000501647377986	0.00457794293607	0.0920556144047	0.639193598414	0.262974079855
</S>	0.000192167557735	0.000319945042653	0.000319097558993	0.00244290597803	0.0563028937024	0.726852049207	0.213570934928
