 	lo	ho	finito	di	fare	</S>
t	0.881432965	0.057741851	0.01616712385	0.01375066635	0.01643022	0.01447719
o	0.656668925	0.233150697	0.0421537946167	0.0223421577833	0.0231132856667	0.022571147
s	0.325364823	0.443207449	0.136771354872	0.0317252345944	0.0316332588889	0.031297856
p	0.166976085667	0.416272849667	0.190648691624	0.0755404615315	0.0723405406296	0.0782213686667
ì	0.114535497222	0.358163526556	0.274047090541	0.0854667855105	0.0795874978765	0.0881996528889
c	0.0560247844073	0.465254035519	0.340418903514	0.0489605751702	0.0424733209588	0.0468684476296
c	0.0654199214691	0.561728365173	0.234072074505	0.0501751167234	0.0416983759863	0.0469061892099
e	0.089764608823	0.409675241724	0.360857124835	0.0534377062411	0.0409825313288	0.0452827994033
t	0.0596850111077	0.224306460575	0.590394041612	0.0553471194137	0.0341480601096	0.0361192784678
s	0.0284464835359	0.217528526858	0.586211647204	0.0789677731379	0.0423938370365	0.0464516864893
a	0.0378769091786	0.194571608953	0.436159492401	0.226075644379	0.0487757446788	0.0565405668298
a	0.0370793508595	0.110524291651	0.243003284134	0.51188346146	0.0477920355596	0.0497175562766
t	0.0142177404398	0.0443377758937	0.209559694711	0.607008900487	0.0833023018532	0.0415735694255
s	0.0048370775966	0.0161543588746	0.214230188237	0.528407933496	0.119055571951	0.117314869809
è	0.0042474379622	0.0428826381915	0.122768612079	0.597820144499	0.0929138806503	0.13936729827
k	0.00404309487073	0.0511003423972	0.0623711513597	0.713975614833	0.0998276122168	0.06868219909
à	0.00206725177358	0.0228789487991	0.0371322427866	0.744880804944	0.147745607406	0.0452951543633
m	0.00140916155319	0.0132190061497	0.0182722762622	0.556043901648	0.368946242469	0.0421093804544
i	0.0014110781464	0.00519236203323	0.00948404482073	0.268804240549	0.58720074749	0.127907485818
</S>	0.0020697934732	0.00360241616662	0.00746000001037	0.174663480274	0.600683973745	0.211520312909
