 	mia	figlia	vuole	andare	</S>
i	0.74108262	0.1358284535	0.0346789565	0.0486008725	0.039809067
k	0.71493022	0.171644011167	0.0361466688333	0.0394380558333	0.0378409973333
i	0.538294533333	0.337597457056	0.0413667152778	0.0409988319444	0.0417424237778
a	0.300388164444	0.489923289019	0.0730628750926	0.0709045806481	0.0657210345926
t	0.188319524815	0.393143719673	0.129983388364	0.171421096883	0.117132244864
è	0.142035401605	0.261245519891	0.196857162788	0.220623925628	0.179237998288
r	0.161860230535	0.36912024663	0.174152666929	0.141991528209	0.152875296096
a	0.159052996845	0.488235998877	0.153874894976	0.0987334090697	0.100102668699
m	0.112923661615	0.412779849626	0.200332611659	0.122281513023	0.151682376233
u	0.0743715545383	0.334967883209	0.260301500553	0.150863541008	0.179495558744
i	0.0448018488794	0.191732528736	0.440241076851	0.195516970336	0.127707604248
t	0.0157411489598	0.0706431502453	0.551032225617	0.275846623445	0.086736854416
è	0.0102689139533	0.0291314612484	0.578012475206	0.299330894482	0.083256266472
l	0.00861453848443	0.0194340772495	0.658969425069	0.236322181494	0.0766598221573
i	0.00340894902814	0.0127148064165	0.48924812169	0.417385210498	0.0772429493858
n	0.00140037400938	0.00497674942217	0.20364253723	0.705063556833	0.0849167951286
a	0.00074547483646	0.00202151650739	0.0906703590767	0.783167452278	0.123395218376
p	0.000633849395487	0.0010662360958	0.0403637616922	0.668091934093	0.289844209459
à	0.00158631248183	0.00359595854193	0.0309509692307	0.517773534698	0.44609319982
i	0.00222642642728	0.00439347597398	0.0224304389102	0.360933264899	0.610016363273
</S>	0.00188102046364	0.00224572667699	0.0131367882051	0.23670360245	0.746032811637
