 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.61371958	0.04427429	0.049838653	0.040567899	0.050090945	0.049079482	0.04985762	0.052315665	0.050255811
ù	0.69810726	0.035444981	0.0398845866667	0.0264568317333	0.0408798756667	0.0383697286667	0.0403441666667	0.0407739443333	0.0397385946667
t	0.8235956	0.0272078573333	0.0225654665556	0.0101116249111	0.0270642365556	0.0194164015556	0.0246863028889	0.0233751134444	0.0219773445556
t	0.8274679	0.0395452684444	0.0185158805185	0.00530716257037	0.0336005928519	0.0130996381852	0.024654098963	0.0202813794815	0.0175280638519
o	0.726208166667	0.0578372694815	0.0333925388395	0.0177804681901	0.044715576284	0.0249416617284	0.0353682529877	0.0310980354938	0.0286580496173
t	0.530405068889	0.0688477498272	0.0655227242798	0.02529045573	0.0719664307613	0.0517750725761	0.0657004019959	0.0617807751646	0.0587113065391
r	0.55596956963	0.0639719626091	0.0628841820933	0.0138391073767	0.0715807842538	0.048038612192	0.0654852556653	0.0610181717215	0.0572123598464
a	0.495178226543	0.19675963687	0.102275600031	0.0220527842589	0.0421847097513	0.0307581767307	0.0390086428884	0.0368050059072	0.0349772376155
v	0.198379649181	0.266104428957	0.203759116677	0.0300486174196	0.0696570109171	0.0492274435769	0.0645625419628	0.0608847739691	0.0573764192052
ù	0.0742297583937	0.342590426319	0.255608702226	0.0179174278065	0.0737023579724	0.0478091791923	0.0672340366543	0.062773717323	0.0581344067351
d	0.0317760944646	0.471099148773	0.322985284075	0.0109258642688	0.0421126946575	0.0232893223974	0.0358836662181	0.0325933991077	0.0293345355784
i	0.0135350407882	0.347998912924	0.429657694692	0.0931543077563	0.0318619968858	0.0169831731325	0.024784655406	0.0221120010359	0.0199122115261
e	0.00471209889273	0.168062194641	0.487519064897	0.248208105919	0.0265454459619	0.0173742437108	0.0165371741353	0.015733648012	0.015307982842
e	0.00166599041758	0.0619810337803	0.403829174966	0.385458521973	0.0479857779873	0.0308917635703	0.0192898540451	0.021707601004	0.0271902582807
t	0.000722870029193	0.0233017964268	0.230612912989	0.453656780658	0.0977683326624	0.0556671651901	0.0347665003484	0.0557973233347	0.0477063644269
o	0.000478683783064	0.0160513420756	0.17050907233	0.402290333553	0.141714434221	0.09401155173	0.0450097677828	0.0692215474449	0.060713294809
n	0.000476806547688	0.0130505791252	0.13363647711	0.258096587851	0.232024678074	0.13536683391	0.0662611702609	0.0869606604816	0.074126191603
è	0.000646221462563	0.00848264414173	0.0655672187033	0.11748175995	0.413344259358	0.14525759797	0.088991480087	0.0984181954939	0.0618106288677
g	0.000751413204188	0.00763926261391	0.0380850697344	0.06967423265	0.553907303119	0.15463001599	0.0759324466957	0.0660187528313	0.0333615252892
r	0.000607430384729	0.00893013043797	0.0361469600781	0.05247077155	0.562281997706	0.194935578663	0.0665593522319	0.0534624732771	0.0246053074297
a	0.000386284638243	0.00978361104599	0.035911894926	0.0285300675167	0.415293425902	0.298047902888	0.112140027411	0.0583254410924	0.0415813208099
t	0.000350068366081	0.00485435132866	0.013883961162	0.0208653835056	0.232845038634	0.453886480963	0.14490408247	0.0716734490308	0.0567371679366
s	0.000604379532027	0.00309072188955	0.00843556434067	0.0174545878352	0.153601692878	0.468520750321	0.15868039749	0.103393088344	0.0862188036455
e	0.000828295077342	0.00487740499652	0.00782526978022	0.0134606038117	0.0969701229593	0.305669318107	0.240856809163	0.189454796115	0.140057367882
è	0.00114988892578	0.00795740533217	0.00435373097341	0.0080233638039	0.0542225256531	0.173601724036	0.377925806388	0.231285458705	0.141480073961
n	0.00113733850859	0.00740417924406	0.00183066953114	0.00568829513463	0.0477282772177	0.145564388012	0.478356518796	0.216682342902	0.095607959987
a	0.00062778006953	0.00355782338802	0.00092645517038	0.00438073701154	0.0302256744726	0.109238718337	0.390103076265	0.387712200967	0.073227547329
p	0.000943771223177	0.00332790540267	0.00064174679346	0.00305226836051	0.0141741488909	0.0594791284457	0.303287338755	0.469697173656	0.14539655911
o	0.00109746439106	0.00324435893422	0.000532681734487	0.0028951770435	0.00857378639697	0.0409053661486	0.244032886252	0.501770244552	0.196948059703
è	0.00227859378035	0.00390475267807	0.000461975241496	0.00280986140783	0.00484613276566	0.0223572210495	0.144704985417	0.622256214851	0.196380279901
t	0.00280252712678	0.00497097295936	0.000222062597165	0.00117562708928	0.00372937245522	0.0109390260165	0.115986581806	0.686773858284	0.173400009967
a	0.00213612204226	0.00274785016312	0.000246696712388	0.000687320223093	0.00235541238507	0.00681646823883	0.078839960602	0.677497652761	0.228672533322
</S>	0.00246668272113	0.00157432724656	0.000335958996194	0.000641883061546	0.00152347904254	0.00500471846941	0.055310490301	0.609591226381	0.323551216661
