 	lo	sentii	che	arrivò	</S>
t	0.87212065	0.021203328	0.0212577965	0.060847026	0.0245711975
o	0.64043406	0.265921069	0.0285526848333	0.038717721	0.0263744121667
n	0.287058528333	0.348378374	0.0735384109444	0.109059182	0.181965438722
ì	0.136343234444	0.234211269	0.153806943648	0.211889154	0.263749368241
k	0.126513871481	0.203642045	0.206540577883	0.255399498	0.207903984747
u	0.118597836494	0.137994727	0.397981482628	0.191314779333	0.154111169582
s	0.050186482898	0.103180387333	0.664398460876	0.105040553111	0.0771941445273
a	0.0197380796993	0.0750965424443	0.740129486959	0.10935057437	0.0556853408424
k	0.00919429496643	0.0636977870814	0.60466816232	0.196899181457	0.125540579614
a	0.00692538772214	0.0382564916271	0.347706804107	0.443198760486	0.163912523205
ì	0.00558220081871	0.0291518328024	0.145242728836	0.736349053495	0.0836741620683
r	0.00191913780757	0.0098102542528	0.0496388923453	0.882046051165	0.0565856816894
t	0.00182900289252	0.0036547545096	0.0252842807151	0.887418083722	0.0818138652298
e	0.00239309396417	0.00169447573653	0.0182703272384	0.618563531241	0.35907855641
</S>	0.00211597248209	0.00102224316826	0.0111248971192	0.367384120621	0.618352778205
