 	forse	non	li	ha	a	casa	</S>
f	0.62987296	0.0942114015	0.0421624035	0.057115724	0.0562784085	0.061819503	0.058539603
ò	0.48606558	0.2071726705	0.0492977295	0.0644607806667	0.0619033908333	0.066649511	0.0644503483333
r	0.55560208	0.260850350167	0.0381938115	0.0372689948889	0.0331504482778	0.0386476496667	0.0362866677778
s	0.612894706667	0.234506670056	0.0366324458333	0.030443286963	0.0232484314259	0.0335049515556	0.0287694802593
i	0.405434780222	0.370425336685	0.120229620611	0.0289750736543	0.0201276964753	0.0296399488519	0.0251675217531
e	0.138562694507	0.530847225562	0.233646620204	0.0392702525514	0.0180829068251	0.0203295099506	0.0192607575844
t	0.0516379609357	0.386629585854	0.421995386735	0.0663603141838	0.0250581976084	0.0248043316502	0.0235141778615
u	0.0319044166452	0.221637059285	0.440834655578	0.186804848061	0.0432871922028	0.0372684512167	0.0382633659538
s	0.0220190529484	0.158358135762	0.212325856193	0.324580969354	0.115379095734	0.0982481720722	0.0690887119846
è	0.0195621867161	0.0706052065873	0.0852800083977	0.484248809785	0.141734868578	0.126853552691	0.0717153606615
c	0.0294471862387	0.0350560841958	0.0492663147992	0.507005649928	0.107774509526	0.219110382897	0.0523399162205
h	0.0301895580796	0.0185641996319	0.0371019059331	0.530744716643	0.097414879842	0.240551518632	0.0454332794068
i	0.0195519324265	0.0093020701773	0.017630426711	0.517607275548	0.257391156614	0.117032128877	0.0614850261356
è	0.0111144988755	0.00396518640243	0.00867351477033	0.310864548516	0.468008208871	0.121090907959	0.0762831483785
s	0.00962188049183	0.00142734562881	0.00376966721344	0.194826311505	0.498864369624	0.237229002653	0.0542614207928
s	0.0239569973639	0.0010205858276	0.00724321922781	0.126263844168	0.483697483208	0.291763067551	0.0660547752643
u	0.0298799684546	0.00335820184253	0.00880090980927	0.0877657203893	0.398768811069	0.248570439184	0.222855963421
</S>	0.0195322957273	0.00544670867126	0.00537963500464	0.0641998911946	0.318377740534	0.235201444592	0.35186233171
