 	non	so	cosa	stai	scrivendo	</S>
e	0.674122035	0.270339345	0.020953	0.0120876865	0.0110602165	0.01143770805
n	0.407977665	0.436587981667	0.05429703	0.0360802835	0.0298726798333	0.0351843426833
e	0.215964208333	0.532002493889	0.127087146667	0.0453597808333	0.0363709882778	0.0432153975611
t	0.139170284444	0.43146946463	0.230642985556	0.0812358719444	0.0532497827593	0.0642316425204
s	0.063509810048	0.395486321543	0.222610495185	0.134624017315	0.0651403155864	0.118629027507
è	0.038005661916	0.381445953848	0.156774281728	0.217212359105	0.0452351475288	0.161326549169
r	0.030357181472	0.239632641283	0.284875263909	0.273473096368	0.0310920881763	0.14056968639
o	0.0303525579907	0.179634723761	0.398776314636	0.275878445456	0.0338609527254	0.0814969967967
e	0.0284431157636	0.114305319587	0.332962211545	0.357128605152	0.0876936295751	0.0794671135989
s	0.0109491968545	0.041952196829	0.224960535182	0.539503915051	0.107517709858	0.0751164591996
ù	0.00479527826817	0.020419167243	0.120260561727	0.707043551684	0.0724976549527	0.0749838010665
t	0.00204682490606	0.012394939581	0.0523796922423	0.806145050561	0.0485602639842	0.0784732246888
i	0.00137293023535	0.005574188827	0.0280658274141	0.580589422854	0.325065438661	0.0593321968963
s	0.000921773991783	0.00323894072233	0.0159533044714	0.218893744618	0.687432409554	0.0735598346321
t	0.000369556982594	0.00115773789411	0.0064527429238	0.0977831088727	0.684996746518	0.209240106211
e	0.000200374789531	0.00150738997137	0.0059555870746	0.0458533859576	0.579847682173	0.36663557207
g	0.000162006243177	0.00161185783046	0.00536479844153	0.0274340756525	0.468158404058	0.497268867357
r	0.000136741737726	0.000706620883487	0.00426003706384	0.0169159655508	0.498464481353	0.479516169119
à	0.000170390592575	0.000413529454496	0.00470958892128	0.0712486218503	0.466599767118	0.456858116373
f	0.000412257177525	0.000432040024832	0.00256866899043	0.0901793442834	0.246714797706	0.659692885458
i	0.000472646659175	0.000642442088277	0.00353140148014	0.0394659054278	0.153166109235	0.802721495153
</S>	0.000319589079588	0.000663467944139	0.00558656754007	0.0281255632139	0.135407146618	0.829897697577
