 	venne	scritto	</S>
ì	0.851420475	0.082594954	0.06598459
r	0.923927658333	0.042468192	0.0336041801667
t	0.900617976111	0.0602000786667	0.0391819702222
e	0.61391691337	0.329331209556	0.0567518820741
g	0.255691278457	0.669320769852	0.074987959358
r	0.119820408819	0.778418689951	0.101760919786
a	0.0651313886063	0.656554949984	0.278313679929
m	0.0252061782021	0.436269936661	0.53852390331
m	0.019524115734	0.43325731222	0.547218584437
è	0.140982451911	0.452442277407	0.406575288146
n	0.192261490637	0.339157525802	0.468581006049
o	0.0898863905457	0.230624091934	0.67948953535
</S>	0.0520604657728	0.174768430967	0.773171117675
