 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.814504285	0.075208917	0.01842699125	0.0143944738	0.020468548	0.0166311855	0.0227904885	0.017575131
n	0.738643108333	0.160162509	0.01515347225	0.0118524481333	0.0208564276667	0.0159863875	0.0206537838333	0.0166918696667
a	0.495691526111	0.365884056333	0.0353896550833	0.0179880377111	0.0225017598889	0.0199974838333	0.0221960609444	0.0203514282222
v	0.233847287704	0.521375898778	0.0696010483611	0.0339487819037	0.0361453172963	0.0344968512778	0.0358761119815	0.0347086890741
o	0.100131215901	0.475528389593	0.189937579454	0.0510807266346	0.0467599257654	0.0451097934259	0.0462025756605	0.0452497746914
r	0.053440219967	0.425451033198	0.317657506485	0.0494197215449	0.0400580702551	0.0374561124753	0.0389060645535	0.0376112608971
à	0.0460319536557	0.396545497733	0.360483472162	0.0512230118483	0.043868737085	0.0309775758251	0.0394701315178	0.0313996069657
s	0.0428380869519	0.414339772578	0.359101894054	0.0524117392828	0.0440819443617	0.0247739209417	0.0370441878393	0.0254084376552
o	0.015301264884	0.334393995859	0.400229078018	0.154421187094	0.0343835357872	0.0183428146472	0.0246284382798	0.0182996925517
o	0.00521862954333	0.122000306786	0.370986982673	0.391751025698	0.0487696362624	0.0199272842157	0.0209390764266	0.0204070595172
t	0.00182557842644	0.0419040680953	0.243499527558	0.579360495233	0.0640621577541	0.0235212677386	0.0224626578089	0.0233642221724
s	0.00107523283881	0.0227569473651	0.216659752519	0.532469285078	0.0861954715847	0.0441552842462	0.0477401319363	0.0489478647241
o	0.000884686279603	0.017200162555	0.204080787506	0.388766791693	0.161236853862	0.0691225680821	0.0696267123121	0.0890813915747
m	0.000904784393201	0.00768916465167	0.123976961835	0.254035816564	0.261427484621	0.094551382694	0.156692634104	0.100721743858
ì	0.0014499879644	0.0106146679172	0.0628869442783	0.127158148188	0.42755063154	0.102688260898	0.190430444701	0.0772209179527
k	0.0014760857548	0.0119523926391	0.0468441890928	0.103663126063	0.609175130513	0.076762591966	0.105990171567	0.0441363136509
u	0.0008923882916	0.00523618084637	0.0347585606976	0.099700602021	0.617683676838	0.150991625655	0.0622042048557	0.0285327695503
à	0.0006040086172	0.00243909353212	0.0234923509325	0.0654857366737	0.562025125613	0.247847071885	0.0692548559519	0.0288517578501
i	0.0006522324524	0.00124626609404	0.0090567743775	0.0324743422246	0.440429828538	0.339118470628	0.0984163353173	0.0786057232834
k	0.000476044697467	0.000731506911347	0.00400264075917	0.0174651879082	0.239271982846	0.466251980209	0.159976111772	0.111824517761
u	0.000650529579156	0.000772279183782	0.00270008591972	0.0134120098027	0.115255178615	0.49558027007	0.216002090591	0.15562754592
à	0.00326292365972	0.00104139512793	0.00207643488991	0.0108230936009	0.057282381205	0.384534730023	0.35548058353	0.185498475307
i	0.00402710355324	0.00105834630931	0.00107458512664	0.00447727393363	0.0321595594017	0.275045960008	0.441801187843	0.240356018436
m	0.00201315191775	0.000951737586437	0.000749662595547	0.00226992333454	0.0172039528006	0.206716726669	0.475738722614	0.294356119479
è	0.00176664987258	0.000700664478812	0.000513843685182	0.00141115510151	0.0115114690335	0.112284660223	0.659464494205	0.212347026493
r	0.00213612355753	0.000524566676271	0.000363196108394	0.000988450680503	0.0073836159445	0.107981748074	0.683519184735	0.197103078831
i	0.00159107791251	0.00037113486209	0.000220654658131	0.000451832100168	0.00367169462483	0.0977445110247	0.521740594912	0.37420846961
</S>	0.000920506396255	0.000276923561045	0.000149353812066	0.000276367940084	0.00206083202741	0.0517692180124	0.433313247456	0.511233519805
