 	che	non	li	aspettiamo	</S>
n	0.8565526	0.0904120165	0.015165908	0.018930896	0.018938635
a	0.616142413333	0.2810943855	0.0577348793333	0.020613681	0.0244147073333
m	0.370124104444	0.3698939185	0.131100359778	0.0445047013333	0.0843769424444
i	0.299521074815	0.301795202833	0.225933979926	0.0585689107778	0.114180849148
t	0.199108984938	0.227748634278	0.431375779975	0.0532891529259	0.0884774513827
u	0.139425164979	0.168230644759	0.541300873325	0.0599323619753	0.0911109104609
s	0.114053422326	0.130920197586	0.479654404442	0.167692390658	0.10767952682
m	0.0631669781087	0.062339835862	0.321272790481	0.245858463553	0.307361925607
ì	0.21578745937	0.0955877526207	0.140582043494	0.172729274518	0.375313478536
n	0.31159049979	0.14350493754	0.153750992165	0.189754088173	0.201399482845
o	0.181018293263	0.123842105847	0.177802814055	0.364514072724	0.152822730948
m	0.0760851561577	0.0706834431157	0.0962464792183	0.570322190908	0.186662746983
e	0.0292000622892	0.0345850188719	0.0748008889394	0.521527286969	0.339886738994
</S>	0.0202956488946	0.033747614436	0.0997239514697	0.376451878485	0.469780899497
