 	qui	dentro	vuole	un	tappeto	</S>
e	0.56494324	0.1646287875	0.0691193845	0.0605883265	0.0721364	0.068583862
t	0.496241456667	0.168213075833	0.0893486781667	0.0803798188333	0.0820979666667	0.0837190006667
t	0.410771342222	0.0986002052777	0.126779151389	0.113647629611	0.119725478889	0.130476203556
ù	0.191907959074	0.306447545093	0.127337733796	0.101535851204	0.143539686296	0.129231233185
m	0.0737162390247	0.509670725031	0.0946642762653	0.0518036517347	0.186736818765	0.083408306395
è	0.0343515314416	0.566146831677	0.124206470422	0.0351258515782	0.176658220922	0.0635111121317
s	0.0176026795805	0.564890543892	0.241546490141	0.0315732581927	0.098519296974	0.0458677407106
a	0.0108432984268	0.330130779964	0.513313810047	0.0444408510642	0.063823224658	0.0374480725702
t	0.00450866404227	0.120825793155	0.739333183349	0.0661881420214	0.0342886362193	0.0348556021901
è	0.00176912320409	0.048549383885	0.80039209445	0.0758206386738	0.0380618554064	0.0354068843967
l	0.00076387475803	0.023597232995	0.745786184817	0.133330170891	0.0617682808021	0.0347542404656
i	0.000554828119343	0.00891883487833	0.467130649939	0.421309090297	0.064283144934	0.0378034478219
è	0.000468244114448	0.00337163542278	0.186150994313	0.715498963432	0.0436992923113	0.0508108426073
n	0.000189136231149	0.00167430129093	0.0788472191043	0.828629997811	0.0293870624371	0.0612722562024
a	0.000277900528716	0.00111147099698	0.0322125579348	0.82770598927	0.0268793818124	0.111812674067
t	0.000755550109572	0.00157877079899	0.0137288151116	0.79586054309	0.0307538422708	0.157322458022
a	0.00128725160319	0.00215336396633	0.00726900877053	0.600603754363	0.0267075837569	0.361979042674
p	0.0013209825344	0.00773470758878	0.00484901272351	0.294909131454	0.0556978012523	0.635488360891
p	0.0105792435781	0.0240288285296	0.0168874528745	0.258659757151	0.0728077287508	0.617036996964
è	0.0135938237927	0.0272147681765	0.0215656557248	0.218602444717	0.0451393479169	0.673883975655
t	0.00486328813757	0.0206912573922	0.0099862693416	0.0982027505723	0.208728965972	0.657527478552
o	0.00192057945252	0.0149569971974	0.0047050001472	0.0533842254241	0.258336565657	0.666696659517
</S>	0.00129259792626	0.0083721006987	0.0026900666236	0.030094200562	0.132030173328	0.825520899758
