 	credo	che	stanno	ancora	svegli	</S>
p	0.736562835	0.09091442	0.072752954	0.0226667335	0.01194959525	0.0651534495
i	0.626941568333	0.154307056667	0.0847089346667	0.0362790561667	0.01968483725	0.0780785765
s	0.664166632778	0.184581638889	0.0527163365556	0.0299714011222	0.0203915191167	0.0481725058333
t	0.746486197593	0.150202976296	0.0468960171852	0.0130314692407	0.00825474170557	0.0351286492778
è	0.576210425864	0.313264615432	0.0613617370617	0.00788667221357	0.00481725453519	0.0364593440926
o	0.274837862955	0.611634711811	0.0721264270206	0.00992426773786	0.00365321074506	0.0278235290309
k	0.124110497652	0.744005673937	0.0892356390069	0.0122173875793	0.00258077316835	0.0278500603436
a	0.0764702262173	0.606925507979	0.212484193002	0.0421532698598	0.0170347450761	0.0449321257812
s	0.0438531356391	0.416628459326	0.417921724334	0.0547510119533	0.021751979212	0.0450937129271
t	0.025185210113	0.402457749775	0.463715214778	0.0327529403178	0.009336041924	0.0665528219757
è	0.0282526747043	0.302842276592	0.558522251593	0.0295930111059	0.00701225177467	0.0737775156586
o	0.0211937987681	0.138863358197	0.640861960531	0.149228587035	0.00527754039156	0.0445747535529
n	0.0081418637227	0.0648230336323	0.68134927351	0.205985365678	0.00284374995385	0.036856745851
e	0.0045581638409	0.0367785151108	0.566064554503	0.349991891893	0.0101030171413	0.0325038992837
a	0.00368167134697	0.0264285241036	0.240826062168	0.664540997298	0.0158459403804	0.0486768490946
n	0.00273792101566	0.0103957308345	0.096351463056	0.817976099099	0.0090899975268	0.0634488476982
k	0.00255451420522	0.00583609517817	0.0865926660187	0.705015153033	0.00457550924227	0.195426110566
ò	0.00705535776841	0.0284097405594	0.209494532006	0.444186981011	0.0584390657474	0.252414350189
r	0.00794258526947	0.0341838865998	0.213514361002	0.542911270337	0.0805693095825	0.120878642063
a	0.00481468743649	0.0209412869466	0.100109544001	0.621901656779	0.117402004194	0.134830886021
a	0.00448475327883	0.0173806649822	0.055502246767	0.349675756926	0.192490924731	0.380465668674
t	0.00480915055961	0.0080083647274	0.0216105635223	0.138305086975	0.274783008244	0.552483822891
s	0.00581463898654	0.00415189914247	0.0108347046741	0.0622584646583	0.248930094748	0.668010220964
ù	0.00616581112885	0.00241715908082	0.013127721558	0.0463083625528	0.352963780249	0.579017206988
n	0.00479724515628	0.00176481662694	0.012399425086	0.0324496203843	0.653924093416	0.294664808996
n	0.00333725416543	0.00104556650898	0.00750537292867	0.0369485476614	0.699885197805	0.251278029665
i	0.0617911233885	0.00988468040299	0.116141439976	0.0427472108871	0.509432402602	0.260003136555
t	0.0816431885628	0.0128896703677	0.150559315925	0.0212892277624	0.509432524201	0.224186098852
i	0.0303033136209	0.00534967758923	0.0525270826417	0.00851884095413	0.444593178067	0.458707932951
</S>	0.0170608718105	0.00374539014462	0.0281059784209	0.00570835932706	0.238040614033	0.707338816476
