 	la	donna	pulisce	la	casa	l	uomo	no	</S>
e	0.798691575	0.033405818	0.028736418	0.023716863	0.0234523685	0.0187983305	0.0252550485	0.02360203	0.0243415805
j	0.764861775	0.03406595	0.032895956	0.0297073253333	0.0298914521667	0.0184386903333	0.0298587121667	0.0299368266667	0.0303433591667
i	0.734066838333	0.0504207296667	0.035428151	0.0318143581111	0.0320773773889	0.0205539029444	0.0314721387222	0.0320543688889	0.0321121607222
n	0.495279699444	0.171157983222	0.065776146	0.0467981847037	0.0556605241296	0.0190529056481	0.0397498295741	0.056144932963	0.0503797989074
è	0.221311689815	0.443239717741	0.0757495736667	0.0453931125679	0.0598493230432	0.00846438301603	0.034004295858	0.0616737999877	0.0503141026358
k	0.318699146605	0.47098285258	0.0520510995556	0.0261130201893	0.0388067743477	0.00421017160534	0.0175037366193	0.0432415789959	0.0283916178786
a	0.330440960535	0.39260633086	0.147383873185	0.0237610483964	0.0295379547826	0.00711816900178	0.0144741262064	0.0335563556653	0.0211211919595
p	0.120584166845	0.328383846953	0.324094371062	0.0504355727988	0.0446352049275	0.0111496583339	0.0353373174021	0.0454928545551	0.0398870393198
u	0.0479083102817	0.146439464651	0.525728003687	0.0720489342663	0.0512780563092	0.0144747744446	0.043745695134	0.0509015105184	0.0474753251066
l	0.0173197521606	0.082314879217	0.698574251229	0.0673723480888	0.0333728407697	0.0124153024815	0.0275439060447	0.0314752171728	0.0296115713689
i	0.00637541155353	0.0467316672057	0.73364570041	0.107082482696	0.0278435165899	0.0107425651605	0.0210588503482	0.0238795110576	0.0226403314563
z	0.00255492610784	0.0208060645352	0.76226853347	0.126476480899	0.0254187001966	0.00971245948683	0.0159535421161	0.0185681930192	0.0182411158188
z	0.00122060740928	0.0141652388451	0.765756211157	0.0956165569663	0.0352596423989	0.00461457962894	0.017862263372	0.0299905430064	0.0355143472729
è	0.00469950068643	0.0170666569484	0.593466160386	0.187930528989	0.0550580207996	0.00633060724298	0.0222245097907	0.0668772010021	0.0463468137576
i	0.00568894377548	0.0144542940161	0.355880463462	0.408930809663	0.0888098669332	0.00979972808099	0.0196594395969	0.0657971220007	0.0309793219192
o	0.00207245407849	0.00512825462203	0.176136097821	0.573478433221	0.140377565644	0.019564458027	0.020254113199	0.0357266066669	0.0272619989731
s	0.0010145036095	0.00213905009068	0.237308802607	0.469184634407	0.205595815215	0.0193690202757	0.0172916923997	0.0233673192223	0.0247291656577
p	0.000797241289833	0.00379011633023	0.307801014202	0.261973801469	0.249370398405	0.0105192213586	0.0220762164666	0.0735309024074	0.0701410922192
ì	0.000684305439944	0.00459770354341	0.180144005734	0.205862923823	0.373426276135	0.0238216607862	0.0253749348222	0.100086355136	0.0860018457397
t	0.000489835699981	0.00221525712114	0.0850249019113	0.224945647941	0.540363275378	0.0415098735954	0.0144121485074	0.0547091770453	0.0363298965799
i	0.00038120558666	0.00093864343038	0.0377906329704	0.199323871314	0.478610481793	0.199656057865	0.0274067610691	0.0360757466818	0.0198166051933
o	0.00057037966222	0.000560153086793	0.0186625561235	0.133963267438	0.312750580598	0.340800192622	0.095381195023	0.0533381022273	0.0439735983978
à	0.00254249432074	0.000464413212264	0.00824270290783	0.0851615728127	0.245227863533	0.314664400874	0.127064228341	0.147313210742	0.0693191561326
n	0.00319811747358	0.000646146327421	0.00707088403594	0.0480347302709	0.395020674511	0.213930462958	0.084251507447	0.187848123581	0.0599993897109
t	0.00239561559119	0.000700602632474	0.00670223824531	0.033302948757	0.46575222817	0.187610103653	0.0702865504823	0.185071314527	0.048178424237
r	0.0033028335304	0.000506357640825	0.00357782844844	0.0233523287523	0.280414736057	0.331612094551	0.0904693034941	0.215640124842	0.0511243897457
e	0.0028827262768	0.000488467786942	0.00283945534948	0.0137537670841	0.140724816686	0.306740163184	0.252581264498	0.183857429614	0.0961319015819
p	0.00205960699227	0.000945545895647	0.00480343368316	0.00967250136137	0.0786317888953	0.150342711061	0.359135761499	0.223378441205	0.171030220527
o	0.00180531719742	0.000980369281882	0.00504275082772	0.00655474738712	0.0435210840651	0.082223838687	0.447453127166	0.221473523735	0.190945236842
d	0.00169882603247	0.000586618043961	0.00310500080924	0.00306922504571	0.0200228202884	0.043440579829	0.414659972389	0.288556651245	0.224860312281
è	0.00153953027749	0.000512837597987	0.00214449983641	0.00142059519857	0.0113160280628	0.0184872446763	0.247069547463	0.419103300415	0.29840642076
g	0.000961203492497	0.000517939582662	0.00272960151214	0.00086670657619	0.00722225015427	0.0100941761588	0.170525162488	0.504475763472	0.302607163587
g	0.00120832226417	0.00101066609422	0.00393064870405	0.0043930298354	0.0493828093848	0.0137481608529	0.092173377496	0.565996034491	0.268156927862
h	0.00185035615472	0.00143370826474	0.00431024366802	0.00554908476513	0.0623137976949	0.0136336474176	0.0728720711653	0.44093852483	0.397098559287
e	0.00610841998491	0.00290625762158	0.00574075555601	0.00244094630838	0.023364721165	0.00543751767253	0.0921343423884	0.299509288277	0.562357766429
</S>	0.0101309744925	0.00437934831079	0.00680422277801	0.00186404500419	0.0136006316325	0.00351723393626	0.127709186194	0.248879094139	0.583115303215
