 	non	sono	ancora	vestita	</S>
e	0.871524155	0.0502858635	0.0239083162	0.029549593	0.024732052
n	0.638605515	0.258418547833	0.0379763904	0.0240657623333	0.0409337863333
ì	0.296195457667	0.617280662611	0.0335580834667	0.0123774478444	0.0405883821111
m	0.119780365222	0.833414987537	0.0186104891556	0.0052731023148	0.022921096037
e	0.077719905074	0.642906022512	0.236557032719	0.0171382747383	0.025678799679
a	0.0579487690247	0.267201418171	0.603106510906	0.0351632782461	0.036580009893
n	0.0284921770082	0.104404057724	0.795741536969	0.0291265067487	0.0422356772977
k	0.0187039553361	0.0572888502413	0.685882625656	0.0192818162496	0.218842749766
ò	0.0238899767787	0.23692136008	0.408351568552	0.0467899274165	0.284047183255
r	0.0250592012596	0.292174517027	0.507124252851	0.0531043354722	0.122537684418
a	0.0226418084199	0.113181690009	0.544691147617	0.242189229491	0.077296114806
e	0.0198537047566	0.0453594380697	0.246254936539	0.479470476497	0.209061441602
n	0.00930215286887	0.0172892057566	0.087468683513	0.525507145499	0.360432833867
d	0.00628651505629	0.0104207539189	0.039492863171	0.369777342166	0.574022557956
i	0.00319257221876	0.00856834207297	0.0252708377237	0.156713511055	0.806254752652
m	0.00175470285959	0.00638894232432	0.0131492795412	0.150335077018	0.828371997551
è	0.00311196843986	0.0405632979748	0.0112460854804	0.144996789006	0.80008184585
n	0.00743851794662	0.0576237296583	0.0108012654935	0.139043336335	0.785093125283
i	0.00692550874887	0.0283637872194	0.00641102483117	0.132574008778	0.825725631761
</S>	0.00395231902444	0.0168478341097	0.00636156741559	0.094619259389	0.878218985881
