 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.60294422	0.241275305	0.051747257	0.0272575495	0.0193572785	0.018692218	0.01928332675	0.019442855
n	0.397800658	0.169488251667	0.188631104333	0.0208174196667	0.0187613741667	0.0738615186667	0.0596723555833	0.0709673253333
è	0.152257902	0.094977743889	0.456341944778	0.0124253593889	0.0215709070556	0.103088837889	0.0686127548611	0.0907245501111
r	0.060974227	0.0698558646297	0.665702364926	0.00801663662963	0.0202624976185	0.087797610963	0.0325588699537	0.054831886037
t	0.0374758756667	0.0907536282099	0.621057981642	0.0142414707099	0.0222295398062	0.126756666988	0.0318258646512	0.0556589163457
i	0.0373189368889	0.114814582737	0.520155370547	0.0884995569033	0.0332417982687	0.117242656663	0.0354622565504	0.0532647821152
s	0.0238461132963	0.067229689579	0.574007066849	0.117436875634	0.0298316577562	0.0871911898877	0.0409847801835	0.0594726120384
t	0.0101813654321	0.028438316193	0.58382469895	0.0735777992113	0.0402920672521	0.130879209963	0.0464008313945	0.0864057286795
e	0.00622279764403	0.0157418490643	0.381771261983	0.30883964707	0.0550426647507	0.121133515321	0.0373821057982	0.0738661662265
s	0.00349279959801	0.0096136476881	0.204113986328	0.40345682069	0.0452483002502	0.188170173774	0.0455697549327	0.100334512075
e	0.00362715054934	0.00665948012937	0.140133882776	0.356531961897	0.10931613775	0.230298797925	0.0472015036442	0.106231082692
t	0.00356505059311	0.00418286750979	0.056654190092	0.352936753966	0.146509535917	0.319924395975	0.0354752105481	0.080752004564
t	0.00128165488104	0.0018639945366	0.0323286001973	0.175243936655	0.0832749803057	0.483694965325	0.0515654441827	0.170746429855
à	0.00194049736701	0.00378797897887	0.0401698683991	0.0956576942183	0.189695455102	0.437612601775	0.0602824913942	0.170853432952
e	0.00215248617234	0.00420671867829	0.0316997051997	0.0665452147394	0.449712298367	0.322784530592	0.0482273137981	0.0746717426507
v	0.000744376810113	0.00143164750843	0.0118371846099	0.0313110605798	0.447001076122	0.397267860197	0.0497088279327	0.0606979595502
ò	0.000301429772704	0.00058938548981	0.00558439077997	0.0168661265266	0.270722658707	0.594411153399	0.0614195493109	0.0501053158501
s	0.000153339311235	0.000309938720603	0.00487119402666	0.0119012617089	0.168297239569	0.662429951133	0.117811313104	0.0342257812834
t	8.01353440783e-05	0.000140084120868	0.00382780400889	0.0066068348363	0.0879378648563	0.602298410378	0.261111497701	0.0379973904278
e	8.98495146928e-05	0.000147461890289	0.00475293866963	0.00381639294543	0.0789574132854	0.395815760126	0.386847692567	0.129572510143
m	7.32259728976e-05	0.00012415041343	0.00553981188988	0.00215965138181	0.0661848479285	0.226121866709	0.440307770856	0.259488686714
a	4.01205222992e-05	5.57695031433e-05	0.00380559362996	0.00460532259394	0.0291173403095	0.13874100657	0.581210950285	0.242423898905
r	3.26244440997e-05	3.04207265144e-05	0.00214441439332	0.00549616716465	0.0183280557698	0.06958140319	0.724022976762	0.180363946302
è	2.18854185666e-05	1.26338044715e-05	0.000932498341107	0.00221547455155	0.0114268443566	0.0440063890633	0.751252052254	0.190132222101
o	9.46354655553e-06	6.0708527905e-06	0.000467940093702	0.000798836570517	0.00405463166887	0.0254941910211	0.556494557418	0.412674287367
</S>	5.96566802776e-06	3.89222009525e-06	0.000384264976851	0.000435520570258	0.00217171975944	0.0213785055106	0.356999118709	0.618620993683
