 	voglio	che	Maria	venga	domani	</S>
i	0.74283451	0.18225724	0.0196422995	0.018878631	0.0193371195	0.0170501375
t	0.519855713333	0.28654056	0.0232481105	0.0523195093333	0.0590145941667	0.0590214591667
è	0.376131471111	0.372453486667	0.0305660241667	0.0649105477778	0.0783315853889	0.0776068857222
l	0.311195237037	0.497536572222	0.0441258680556	0.0392221752593	0.0558868681296	0.0520333212407
o	0.192578752346	0.628564567407	0.0731710860185	0.0284155027531	0.0404084900432	0.0368616144136
i	0.0885712221153	0.490063509136	0.286855568673	0.0492499625844	0.0438420116811	0.0414176921379
M	0.0344430447051	0.215827369712	0.363789596224	0.139340657528	0.12180871056	0.124790617379
a	0.0262565375684	0.214090639904	0.253600322075	0.172388635843	0.163779720187	0.169884157126
r	0.0199374654561	0.194835512301	0.230645274025	0.137894361948	0.255327983396	0.161359400375
ì	0.0102775960854	0.081560174767	0.350219224675	0.154970447316	0.274890297799	0.128082270458
a	0.00649878192847	0.041543378589	0.371277991558	0.385712272439	0.133399109266	0.0615685111527
n	0.00248427449616	0.0149565716697	0.165894594186	0.66368291748	0.103504249755	0.0494774163842
a	0.00161053011872	0.0059548610299	0.0659352283953	0.760932282493	0.113105063252	0.0524620301281
r	0.00154085353957	0.00297333228663	0.0310250183651	0.787213460831	0.116888774417	0.0603585627094
t	0.00314248701319	0.00227264637221	0.025079788355	0.613451066944	0.146837898139	0.20921612757
i	0.0036559793044	0.00255953699074	0.025159693885	0.338773708981	0.16795653938	0.461894542523
à	0.0024719507348	0.00159652730691	0.012928993395	0.17274323766	0.319942319793	0.490316947508
v	0.00182816897827	0.000692168732303	0.007331793265	0.0789126418867	0.518757839931	0.392477355836
v	0.00121528602609	0.000429450937434	0.005762947455	0.111425388629	0.559551996644	0.321614908612
r	0.00186708054203	0.000414145385811	0.004497207485	0.12129005221	0.403829158881	0.468102352871
i	0.00576069408068	0.00153127059527	0.003139648595	0.04591269707	0.227472586294	0.716183117624
</S>	0.00918253604034	0.00266048964763	0.0036013187975	0.027226094035	0.197760328147	0.759569258812
