 	non	sapeva	dove	a	stare	</S>
e	0.8474326	0.07436766	0.0241295135	0.0155315398	0.020290142	0.018248606
n	0.55955521	0.21473012	0.0784691511667	0.0428392412667	0.0445787333333	0.0598276266667
ì	0.214308881333	0.52954529	0.0950130323889	0.0441443199556	0.0450581826444	0.0719303738889
s	0.0810998884443	0.715296163333	0.0861736227963	0.0224363935185	0.0227236614148	0.0722703516296
s	0.0382853161481	0.705065154444	0.0899231132654	0.0207970038395	0.0211739441383	0.12475550921
e	0.0210359663827	0.538916638148	0.246223620088	0.0364960332798	0.0313330087128	0.12599474307
r	0.0103001019942	0.393443276049	0.402965493363	0.0413644427599	0.0323999302376	0.119526754357
e	0.00486695329807	0.28348584735	0.500129784454	0.0877840692533	0.0229490780792	0.100784249786
p	0.00220171701936	0.103325922883	0.668418128151	0.135583881418	0.0215637083597	0.0689066349287
u	0.00174854465979	0.0382718206277	0.52208458605	0.350918782139	0.0270366684532	0.0599396039762
n	0.00158887399993	0.0145350588959	0.31597258535	0.56338183738	0.0292652788177	0.0752563869921
a	0.00118298051331	0.00656504295197	0.229634341783	0.60101270246	0.0667753736059	0.0948295989974
s	0.00108481291444	0.00461157758399	0.149467907261	0.60127586082	0.113191514535	0.130368346332
t	0.00042386830248	0.00344733859466	0.121261195754	0.56205196694	0.114643826178	0.198171805444
a	0.00021320961516	0.00376524863155	0.066753817918	0.460589182313	0.258639613393	0.210038921815
s	0.000157046265053	0.00350775507718	0.0267647407393	0.238676026771	0.315288341131	0.415606083938
ì	0.000160115041684	0.00320742245906	0.0137029916798	0.0905446979237	0.25593908371	0.636445701313
</S>	0.000201390400842	0.00372265472953	0.0125593898399	0.0526874234618	0.287789941855	0.643039225657
