 	vuole	pianto	</S>
e	0.7055431	0.22899852	0.065458336
t	0.780133616667	0.169606264667	0.050260067
è	0.791552322222	0.120920619556	0.0875270333333
l	0.722522724074	0.162654426519	0.114822864444
i	0.475630318025	0.440421675506	0.0839480564813
k	0.185129427675	0.724365371835	0.0905052604938
l	0.106467770892	0.702081703945	0.191450553498
a	0.0849412212973	0.455720011315	0.459338771166
m	0.0379276390824	0.248586063772	0.713486270389
m	0.0333466366775	0.241103964591	0.72554937013
è	0.0567265695592	0.37407558153	0.569197823377
n	0.0489612558531	0.42815400051	0.522884721126
o	0.0265990316177	0.297798423503	0.675602533709
</S>	0.0213151633088	0.206703686751	0.771981136854
