 	l	ho	sentito	che	viene	</S>
o	0.607312325	0.2456034115	0.0633491628	0.0241475365	0.034922667	0.0246649795
n	0.324250105	0.294395337167	0.0778048009333	0.0839106478333	0.123803487	0.0958357081667
ì	0.129190690667	0.384315822389	0.0897265469778	0.109491467611	0.162244785667	0.125030723722
k	0.0618547305557	0.50786025413	0.0921884369926	0.10213764087	0.105325438556	0.130633508907
u	0.0439150771852	0.349288913377	0.179067760331	0.22564010029	0.0801398035187	0.121948346969
s	0.0229093778951	0.152230861126	0.221221088777	0.475943480097	0.0688190351729	0.0588761496563
a	0.0114945227984	0.059872723042	0.170145718259	0.564262580032	0.151473945058	0.0427505088854
n	0.0073905873228	0.0256919381473	0.127340610186	0.410196613344	0.371705258353	0.0576749919618
a	0.00511935303093	0.0108599533491	0.0593116768287	0.226894236115	0.612019342784	0.0857954206539
r	0.00430138172031	0.00571233999303	0.0347178528429	0.0934445510383	0.754560604261	0.107263263551
t	0.0019720364501	0.010782540041	0.0136392277476	0.0867790376794	0.672936034754	0.213891144517
i	0.00139146398337	0.012813412547	0.0079793761492	0.0866226455598	0.383522632918	0.507670488172
</S>	0.00104934519169	0.0070224410735	0.0061995800746	0.0481370522799	0.226593898459	0.710997694086
