 	è	che	stanno	ancora	svegli	</S>
è	0.806095425	0.14303478	0.024501121	0.00481626065	0.00832458495	0.0132278845
n	0.631654325	0.308928313333	0.0327015336667	0.00513375615	0.00354898075	0.0180331398333
a	0.359416903667	0.547531624444	0.0529241778889	0.01338058705	0.00578375488333	0.0209629432778
s	0.163155913889	0.703346141481	0.0830541926296	0.0212237460167	0.00651179136111	0.0227081984259
t	0.0914172132963	0.734574780494	0.11157698421	0.0195253186722	0.00379690292037	0.0391088394753
a	0.0618947667654	0.550154940165	0.290940934737	0.0452717638907	0.00419206077346	0.0475455721584
t	0.0303793525885	0.284967426722	0.573890134912	0.0578686289636	0.00311636909115	0.0497780830528
ù	0.0296574755295	0.156684685574	0.715781188304	0.0449620089879	0.00219502473038	0.0507196076843
n	0.0308835605098	0.120661091858	0.772427016101	0.0422163086626	0.00203439365679	0.0317776518948
e	0.0153139055033	0.0849452559527	0.618546885367	0.253983146888	0.0051612128656	0.0220495919649
a	0.0073320283011	0.0372392431842	0.295627744122	0.602809915629	0.0118044902885	0.0451865959883
n	0.00318537182703	0.0136166955614	0.112709515707	0.804785438543	0.00997355857283	0.0557294813294
k	0.00205085900234	0.00749632882047	0.086733920569	0.743296799514	0.00441981690094	0.156002319776
ò	0.0122523748008	0.0460187546068	0.230592676856	0.465793439838	0.045558316867	0.199784426592
r	0.0148579453836	0.0565474146356	0.250195012285	0.523313533279	0.062073805289	0.0930122365307
a	0.00794970957787	0.0311434339785	0.124316776095	0.60528087776	0.12783190143	0.103477243177
a	0.00622991105929	0.0230025968262	0.0696933695983	0.336482300253	0.23260237381	0.331989387726
t	0.0063438145531	0.0097319833754	0.0265599324328	0.135984789751	0.280482897937	0.540896529242
s	0.00688688648437	0.00515243772513	0.0145685931443	0.071094355917	0.225902975979	0.676394739747
ù	0.00410475166146	0.00381157840838	0.0149928313814	0.055846370639	0.35181096866	0.569433523249
n	0.00217445654382	0.00287967621613	0.0119398842605	0.0380185268797	0.63428755622	0.310699914416
n	0.00164181603794	0.00160561271871	0.00833785338683	0.0455379329599	0.62647391874	0.316402854805
i	0.00991174107931	0.0134424173062	0.0834694742956	0.04998730032	0.450849192913	0.392339848268
t	0.0130920263598	0.0175181928354	0.106280042765	0.0219898947733	0.452596937638	0.388522906089
i	0.0059835937866	0.0077622150118	0.0383702033883	0.00866698635777	0.381440644546	0.557776368696
</S>	0.0036326878933	0.0058074705059	0.0213434333941	0.00574317432888	0.208429240273	0.755043984348
