 	non	aveva	da	stare	</S>
e	0.77086487	0.1545640515	0.0229167652	0.025712775	0.0259415335
n	0.53287697	0.2974027505	0.0503606240667	0.0393231936667	0.0800364801667
ì	0.250675404333	0.550486860167	0.0670187660222	0.0348826014222	0.0969364020556
c	0.100899657111	0.584379100056	0.0687659053407	0.0187492090074	0.227206146019
h	0.0471398513703	0.566430513352	0.0945042317802	0.0162185490025	0.27570689534
e	0.0240356164568	0.498708471117	0.329101580593	0.0337503833342	0.114403994447
n	0.0132616260023	0.219529880372	0.633055510198	0.0561685444447	0.077984464149
a	0.00613520565077	0.084789340124	0.639302996733	0.194056011482	0.0757164380497
s	0.00402495461692	0.0397240303747	0.500454635578	0.351266250494	0.104530082683
t	0.00186888244897	0.0225100467916	0.480979388526	0.321261790165	0.173379897561
a	0.000938002026323	0.0119201182639	0.370473856175	0.438942480055	0.177725595854
s	0.000522392415441	0.00571074472797	0.151948381792	0.447141033352	0.394677495285
ì	0.000222785551814	0.00218460955932	0.0537660645307	0.216054872784	0.727771698428
</S>	0.000158784635907	0.00131797829466	0.0296673335654	0.147983968892	0.820871949214
