 	il	ladro	poteva	entrare	da	qui	</S>
o	0.645985815	0.269325238	0.02404372585	0.017007242	0.01391652375	0.0143827794	0.0153386899
l	0.386553505	0.459893019333	0.0494624086167	0.0261926546667	0.0253695575833	0.0259716101333	0.0265572289667
à	0.198678305	0.463887263111	0.131249492872	0.0570233088889	0.0439271538611	0.0518607713778	0.0533736443222
d	0.121818816333	0.32232711437	0.231419914291	0.0970406062963	0.0630257046204	0.0774730657926	0.0868947081074
r	0.103939723444	0.258894288123	0.30948721143	0.0986284154321	0.0651722682068	0.0756386529309	0.0882393993691
o	0.067196258648	0.185966615041	0.522593840477	0.0688806468107	0.0469940064023	0.050667173977	0.0577014564564
ì	0.024190575616	0.086901469347	0.693930436826	0.0764725006036	0.0332681604674	0.0421635819923	0.0430732994855
s	0.009030117772	0.0429094131157	0.694399745609	0.113373686868	0.0378126264891	0.0530449973308	0.0494293964952
o	0.00391198919067	0.0287750630386	0.54835970187	0.279284585623	0.0486314094964	0.0427160501103	0.0483211858317
z	0.00240108593022	0.0227537263462	0.291848815957	0.432830038541	0.114014202165	0.0648682310368	0.0712838962772
e	0.00210761684341	0.0262308944487	0.141024440652	0.508074622847	0.151022132055	0.0751339303456	0.0964063687591
è	0.00137071562114	0.0238979283496	0.0691462964507	0.641969317616	0.134351912018	0.0460741734485	0.0831896685864
m	0.00057635775038	0.0085787008632	0.0247830131836	0.502143095872	0.157161644006	0.23637174115	0.0703854231955
b	0.000472005520127	0.00702569750107	0.0252455025279	0.285760245291	0.155055098002	0.381502723717	0.144938725732
i	0.000580629173376	0.00746466530036	0.0271453593093	0.226785065097	0.276620112667	0.292488591239	0.168915571911
a	0.000575866674459	0.00426088590012	0.0120152612364	0.130706871366	0.343928507556	0.367361620413	0.141150967304
p	0.000363523011486	0.00217973081671	0.00464777070213	0.050802201922	0.200701134185	0.582770360138	0.158535282435
ò	0.000186833987162	0.000845177848903	0.00166837114404	0.0213479891073	0.112151439728	0.722199030046	0.141601157478
t	0.000145019772387	0.000459543942968	0.000735595751347	0.0166065617024	0.0801726852427	0.783171080015	0.118709492493
t	9.7513834129e-05	0.000281779350989	0.000398733538449	0.0124846497008	0.0635933880809	0.824924140005	0.0982197894977
u	0.00033274602471	0.00047883292033	0.000385808500816	0.00649726120027	0.0542754936936	0.862324313335	0.0757055618326
</S>	0.000584305512355	0.000767618510165	0.000517145425408	0.00490588685014	0.0489992618468	0.881124956668	0.0631008259163
