 	dovevo	comprare	il	pane	</S>
ì	0.60414119	0.0933157025	0.0868231445	0.116261101	0.0994589
c	0.797057763333	0.0509075271667	0.0351659475	0.047814839	0.069053965
h	0.856086737778	0.0401934887222	0.0190784851667	0.0268351713333	0.0578061176667
a	0.835371475926	0.0954643779074	0.0149727897222	0.0189098227778	0.0352815265556
n	0.741838038642	0.164365459302	0.0263832729074	0.0295712505926	0.0378420085185
a	0.531747442881	0.354720736434	0.0354126923025	0.0363022618642	0.0418169008395
a	0.248102842294	0.651596795478	0.0397621764342	0.0290603262881	0.0314778869465
f	0.087678832098	0.773474665159	0.0610387878114	0.0383629237627	0.0394448109822
o	0.059381415366	0.69203802172	0.123539412604	0.0633039479209	0.0617372069941
r	0.0489415308553	0.581815673907	0.181318050868	0.082177229307	0.105747525665
à	0.0454798530184	0.424669091302	0.320617076956	0.091784999769	0.117448995222
s	0.0443570006061	0.377457520434	0.408748245652	0.0820522775897	0.0873849917407
o	0.0164263617687	0.328385117478	0.492673001884	0.100027916863	0.0624876272469
t	0.00625531985623	0.133489963826	0.640443867295	0.168621428954	0.051189406749
o	0.00282296058541	0.0523769736087	0.568468955765	0.283409856318	0.0929212099163
t	0.00140989942847	0.0209860624029	0.393867275255	0.470574772106	0.113161939972
s	0.00225433404282	0.0184397813343	0.265680088418	0.465819284035	0.247806489991
o	0.00451049978094	0.0202731754448	0.154936538806	0.418668081345	0.40161172333
m	0.00400305669365	0.00992244100493	0.065220927602	0.410996773782	0.50985682111
ì	0.00219214326455	0.00540292552498	0.0622929978673	0.441188011261	0.488923913703
</S>	0.00171982068227	0.00573197276249	0.0871566139336	0.544842735631	0.360548836851
