 	il	ladro	è	entrato	da	qui	</S>
o	0.622014775	0.298724405	0.0248451805	0.0120992523	0.01273951105	0.01382174025	0.01575510735
l	0.362117811667	0.495603128333	0.0397295198333	0.0258622447667	0.02453218035	0.0254819310833	0.0266731681167
à	0.170338297222	0.473292576111	0.127070981944	0.0500810782556	0.0561563767833	0.0635880080278	0.0594726420389
d	0.0981050907407	0.290611442037	0.217655223981	0.0954759827519	0.0947916389278	0.103863030676	0.0994975453463
r	0.0758571519136	0.216406984012	0.308624781327	0.118358020917	0.0920713396426	0.0939283755587	0.0947533111154
o	0.0447782336379	0.148567668004	0.500257037109	0.140758503639	0.0558898488809	0.0533158595196	0.0564328377051
i	0.0162275417626	0.0698407220013	0.57801790237	0.221407634546	0.0345121592936	0.0304971878399	0.0494968785684
m	0.0057698584242	0.0327022206671	0.382462774123	0.409664248182	0.0494825204312	0.0500732669466	0.0698451195228
b	0.00308187562807	0.0191431715557	0.181939644708	0.382973102727	0.0754336621437	0.137196818982	0.200231713174
ì	0.00539189140936	0.0531013731852	0.189584811569	0.237923887576	0.112045999381	0.151065193994	0.250886849725
k	0.00528348545645	0.0593141623951	0.18059226719	0.391753862525	0.149873763127	0.0822482446647	0.130934228575
e	0.00257105650548	0.0388333221317	0.142891372397	0.427368807508	0.243910664376	0.0728924152216	0.0715323468583
a	0.00160356055516	0.0318908643772	0.107936601799	0.241417102503	0.302422878125	0.216540389741	0.0981885762861
p	0.000689778203387	0.0126581751591	0.0389212693463	0.108358464168	0.226148944042	0.430092539914	0.183130842095
ò	0.000251948413462	0.00453313252637	0.0139625162621	0.0460760317227	0.205919116014	0.554851613305	0.174405682365
t	0.000107979575154	0.00203943828212	0.00550023670403	0.0222346902409	0.216362458671	0.638618004435	0.115137245788
t	5.59568113847e-05	0.00114863334404	0.00222564298468	0.0127464224136	0.194312069557	0.694095701478	0.095415648596
u	0.000150100300128	0.000845541731347	0.00142518609489	0.00936756913787	0.199365309852	0.695781347159	0.0930649961987
</S>	0.000257567900064	0.00102828391567	0.00129100339745	0.00789319256894	0.206185739926	0.678216993579	0.105127233099
