 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.926813005	0.0282236235	0.0109286092	0.013323324	0.0079255309	0.0127859845
c	0.752508001667	0.117753383167	0.0140194458667	0.048184736	0.0219090418	0.0456254055
h	0.670206390556	0.153802144389	0.0176933812889	0.0652563573333	0.0309799039333	0.0620618638333
e	0.617779450185	0.23081478813	0.0290081234296	0.0465415611111	0.0307478556444	0.0451082819444
p	0.357711143395	0.41340007271	0.0501804511432	0.064241857037	0.0512968408815	0.0631696459815
o	0.162745773132	0.562303924237	0.0773526350477	0.0703096303457	0.0582593702938	0.0690286566605
l	0.0624788533107	0.735854908079	0.0773051116826	0.0440206001152	0.0376373670979	0.0427031858868
e	0.0269651937036	0.67620078936	0.196402047228	0.0362775887051	0.0308237170326	0.0333306986289
m	0.0130545194679	0.66682310312	0.229144427743	0.0343146505684	0.0262010116775	0.0304622542096
ì	0.0160393057226	0.681293454373	0.191873454581	0.0490368378561	0.0238672575592	0.0378896507365
s	0.0176146787075	0.662761818124	0.209857618194	0.0517361746187	0.0217259075197	0.0363038035788
o	0.0079861057025	0.527031361375	0.356337762731	0.0666945535396	0.0190523471732	0.0228978681929
n	0.00412879573417	0.246851302458	0.588246844244	0.107760997847	0.0266760930577	0.0263359573976
t	0.00423675987806	0.156995664153	0.568201358081	0.141251352616	0.0675363900192	0.0617784511325
a	0.00426791745935	0.0770345185843	0.415068062694	0.327730884205	0.0953223633397	0.0805762023775
ò	0.00244182405312	0.0316656773948	0.260912860898	0.570150248068	0.0779592911132	0.0568700827925
l	0.00383624865104	0.0298978464649	0.165868588299	0.696009132689	0.0612378070377	0.0431504009308
i	0.00696615998368	0.025763123655	0.100230461766	0.655844027563	0.172615575679	0.0385806959769
t	0.00982570932789	0.015520730385	0.0562531172553	0.587261075854	0.26213143856	0.0690079643256
i	0.0102020401093	0.011769708795	0.0280580855518	0.428407283618	0.41860085952	0.102962008109
n	0.0125636460364	0.0105969755983	0.0130059496506	0.309170452873	0.499450653173	0.155212286036
a	0.0113314657455	0.0102024275661	0.0070748295502	0.247371828791	0.544535817724	0.179483598679
d	0.0140745796485	0.0116044848887	0.0046038404834	0.10306620243	0.576461445908	0.290189436226
d	0.0162001850828	0.0152103146296	0.0027586988278	0.0675984274767	0.519904521969	0.378327838742
o	0.0485386085609	0.0464019395432	0.0034249936426	0.0492400408256	0.45200180399	0.400392606247
m	0.0597851026536	0.0540761658477	0.00375077878087	0.0300630672752	0.27490632133	0.577418568749
à	0.0228966919512	0.0327972796159	0.00483815082696	0.0378928594251	0.29856995711	0.603005042916
d	0.0105976902504	0.027360468872	0.00563925180899	0.041032309475	0.31448482237	0.600885447639
a	0.0060964640168	0.014963284624	0.004036112003	0.0215762401583	0.220195834123	0.733132062546
</S>	0.0033685104084	0.012203958812	0.0035044013015	0.0168465960792	0.177906342062	0.786170181273
