 	ora	ho	finito	di	scrivere	</S>
à	0.84216933	0.129565682	0.00401576565	0.0093447414	0.0036790162	0.01122547225
r	0.66398795	0.294124070667	0.00916099711667	0.0129976494667	0.0038957584	0.0158335464167
t	0.481020396667	0.430737413556	0.0155512360389	0.0269904804889	0.00691695313333	0.0387834578056
e	0.279761798722	0.535698317852	0.092546881013	0.0330215388296	0.0122804797111	0.0466909499352
s	0.0996589828407	0.647531229284	0.169286083671	0.0305630272765	0.0175326479037	0.0354280439784
p	0.0437242593802	0.637726263095	0.173384864557	0.0567306700922	0.0230090739679	0.0654248913261
ì	0.0658856214601	0.500597821032	0.268786794852	0.0695337516974	0.021520993656	0.0736750711087
c	0.0668535660534	0.428662487011	0.390739964951	0.0502053068991	0.0138715542187	0.0496671900362
c	0.0393586342511	0.55498287567	0.296732426984	0.0411685569664	0.0124325104062	0.0553250523454
e	0.032004995417	0.46648096189	0.292477324328	0.108714048989	0.0336812731354	0.0666414307818
t	0.016024136939	0.236315687297	0.399841741443	0.21358360633	0.0466204960451	0.0876143502606
s	0.007862317213	0.186853539099	0.388318913814	0.253841208777	0.0419612743484	0.121162760087
a	0.00440361570433	0.137030483033	0.284675629605	0.376267189592	0.0788036204495	0.118819480029
t	0.00215826031811	0.067890803611	0.190996354868	0.562305963197	0.0841536761498	0.0924949600097
s	0.0013484179227	0.0279155028037	0.161097638289	0.572385671066	0.0636646213833	0.173588133337
e	0.0009835293409	0.0162977846012	0.088873536763	0.522549473689	0.147683707128	0.223611951112
g	0.000862393613633	0.00868856698707	0.0476558052543	0.47893827123	0.213925749043	0.249929220371
r	0.00151167060454	0.00457462158236	0.0404202840848	0.402951317077	0.302763829681	0.247778293457
à	0.00320089786818	0.00561090966079	0.0292174674949	0.351653642359	0.410946149894	0.199370964486
t	0.0139026469561	0.00552928738693	0.018430801965	0.318368717453	0.421950349965	0.221818208162
s	0.0182974993187	0.00481101809564	0.029424104655	0.343733375818	0.388674069988	0.215059919387
i	0.0124413261062	0.00593928969855	0.0458252032183	0.299032241939	0.285789296663	0.350972616462
</S>	0.0117005520531	0.00643388214928	0.0527127931092	0.21937616097	0.216132678332	0.493643893231
