 	nella	pasta	vuole	sale	</S>
s	0.83263565	0.092138137	0.01944663	0.0349875765	0.020791989
t	0.78562635	0.100747492333	0.038629075	0.0391095345	0.035887497
i	0.538569983333	0.315809440778	0.0532992606667	0.0459601368333	0.046361167
p	0.269261077778	0.580564913593	0.0536581778889	0.0430938259444	0.0534220386667
à	0.135793810259	0.672335837864	0.088072397963	0.0451044053148	0.0586935992222
s	0.077259987753	0.726390712621	0.122146722654	0.0349220981049	0.0392804860741
t	0.0527606469177	0.712661970874	0.142916584218	0.0432056173683	0.0484551336914
a	0.0231859049726	0.462653858625	0.367326278073	0.0810406257894	0.0657933278971
t	0.00901450795753	0.165748332375	0.595142692691	0.130662005263	0.0994325026324
è	0.00380790201918	0.0641590192917	0.707764297564	0.125720288421	0.0985485418775
l	0.00179567949306	0.0298941243639	0.780167132521	0.131888859474	0.0562542456258
i	0.00144474201769	0.011637643988	0.516358957507	0.394922269825	0.0756363792086
à	0.00130139034256	0.00466846086267	0.193770274836	0.700762436608	0.0994974347362
l	0.000494074502187	0.00223594575422	0.078688960612	0.835068818869	0.0835122265787
a	0.000502419518729	0.00171168228474	0.0302673357707	0.686741232956	0.280777355526
</S>	0.000745772559365	0.00183069989237	0.0167986512354	0.486918331478	0.493706577763
