 	dove	aveva	per	stare	non	aveva	</S>
p	0.81592255	0.031180372	0.03576461515	0.02535240205	0.0164867817	0.040092954	0.0352003027
u	0.584853693333	0.192960625333	0.0621791517167	0.0373420016833	0.0277372395667	0.0480437123333	0.0468835815667
ì	0.296516756444	0.477097031778	0.107369557239	0.0273793792278	0.0223840022222	0.0344009811111	0.0348523245222
c	0.162431754148	0.463407123926	0.15674685908	0.0141852417426	0.0127180797741	0.077267593037	0.113243378174
h	0.123767058049	0.445035887975	0.172721543027	0.0112844819142	0.00996928959137	0.0946400020123	0.142581749725
e	0.0665904060163	0.446958862658	0.351675341009	0.0194281263047	0.00898417086379	0.0447207233374	0.061642386575
n	0.0243647935388	0.228266316886	0.646986237003	0.0228958741016	0.0099123559546	0.0305632261125	0.037011217525
a	0.00966232404627	0.098142508962	0.714913882334	0.0935295267005	0.0189458076515	0.0302520600375	0.0345538888417
s	0.00473135601542	0.0758025069873	0.634668840778	0.1385427589	0.0236566592172	0.0548036426792	0.0677942436139
t	0.00280290633847	0.0555896146624	0.611185846926	0.0827712063	0.0151152337391	0.0890942822264	0.143440937871
a	0.00168340297949	0.0238445185541	0.470135485642	0.253398265433	0.0327155452464	0.0766404307421	0.14158236729
s	0.000897182446497	0.0130322116847	0.233270365881	0.343120211811	0.0408943284155	0.103972143581	0.264813553763
ì	0.00187367616883	0.0155255373949	0.126100054627	0.24596060727	0.0782370828052	0.231742384527	0.300560659254
e	0.00225212897628	0.0149140421516	0.081069070209	0.327330992423	0.176267150935	0.249609638176	0.148556983085
n	0.00090943057876	0.0061708966372	0.036669208503	0.276900300808	0.167391427978	0.394617362725	0.117341393028
ì	0.00040351073292	0.00298250414573	0.0139487512677	0.105891724603	0.0917230646593	0.667536134242	0.117514344343
c	0.00028374551764	0.00266047274858	0.00571497877257	0.0411318645343	0.0849625338864	0.646704294747	0.218542108114
h	0.000269207452547	0.00283806801619	0.00258970320752	0.0171262467114	0.0677146332955	0.601225408249	0.308236692705
e	0.000956807564182	0.00200890287206	0.00176067400251	0.0078470666038	0.0289653187652	0.60823610275	0.350225097568
</S>	0.00164430173209	0.00210092358603	0.00145224850125	0.0061706600519	0.0192262248826	0.574613076375	0.394792548784
