 	sto	ancora	cucinando	</S>
s	0.758735185	0.1172418385	0.06493631	0.059086645
t	0.761803851667	0.1269036295	0.0467773833333	0.0645151433333
e	0.660265917222	0.251742213167	0.0320830901111	0.0559088001111
a	0.405189682407	0.536882431056	0.0244246123704	0.0335032843704
n	0.221020204136	0.729561737019	0.0192801754568	0.0301378381235
k	0.182408078045	0.767332725673	0.0173809328189	0.0328781773745
ò	0.249950046015	0.614144915224	0.0775760739396	0.0583288957915
r	0.234823918672	0.614423078408	0.0936673243132	0.0570856450972
a	0.163936426224	0.602270626136	0.185170041104	0.0486228948657
m	0.131259152075	0.478589685379	0.283444923701	0.106706238289
a	0.0783660986917	0.355483911793	0.438745151234	0.12740483443
r	0.0339341553972	0.156926263264	0.685906250411	0.123233313143
è	0.0222621949657	0.0730277337547	0.778738916804	0.125971141048
o	0.0169945188219	0.0308246321849	0.708336305601	0.243844537016
n	0.00777905237397	0.0113302030283	0.605579111867	0.375311625672
t	0.0680942017247	0.0213125657094	0.565847753956	0.344745481891
a	0.0893717051416	0.0254639418031	0.385104459319	0.500059887297
</S>	0.0482021494208	0.0147737007516	0.24952478166	0.687499343648
