 	ho	cosa	a	fare	</S>
è	0.71959725	0.190984717	0.0216130025	0.040416548	0.027388454
c	0.494617863333	0.343871025667	0.0382306265	0.068941348	0.054339088
h	0.308624647778	0.501854635222	0.0489116915	0.078910125	0.0616988353333
o	0.194395972593	0.502121658407	0.218472154833	0.046204373	0.0388058027778
t	0.0859890541977	0.336554116136	0.464076401611	0.0678256116667	0.0455547975926
i	0.0410041007326	0.199392758712	0.609515480537	0.0902882988889	0.0597993285309
k	0.0208159043975	0.0967511797373	0.503506166846	0.299246702963	0.0796800205103
à	0.0168843749525	0.0462462767458	0.331421715615	0.528006444321	0.0774411961701
i	0.0160810535842	0.0311679935819	0.266699848538	0.545095648107	0.140955448057
</S>	0.0092386916921	0.0195243087909	0.197130739269	0.547777224053	0.226328999029
